step,tokens,elapsed_s,unix_ts,loss,grad_norm,lr_mult,tok_s
840,220200960,1136.1,1785919769.0,4.4199,1.322,0.2803,205687
860,225443840,1161.6,1785919794.5,4.3976,1.289,0.2870,205454
880,230686720,1187.1,1785919820.0,4.3288,1.145,0.2937,205601
900,235929600,1212.6,1785919845.5,4.3535,1.229,0.3003,205486
920,241172480,1238.2,1785919871.0,4.3041,1.043,0.3070,205445
940,246415360,1263.7,1785919896.5,4.3011,0.962,0.3137,205371
960,251658240,1289.2,1785919922.1,4.2864,0.916,0.3203,205388
980,256901120,1314.7,1785919947.6,4.3134,0.906,0.3270,205585
1000,262144000,1340.2,1785919973.1,4.2282,0.878,0.3337,205439
1020,267386880,1369.9,1785920002.7,4.2486,0.883,0.3403,177021
1040,272629760,1395.4,1785920028.3,4.2113,0.896,0.3470,205169
1060,277872640,1421.0,1785920053.8,4.1145,0.837,0.3537,205182
1080,283115520,1446.5,1785920079.3,4.2399,0.799,0.3603,205357
1100,288358400,1472.0,1785920104.9,4.1733,0.770,0.3670,205529
1120,293601280,1497.6,1785920130.4,4.1221,0.717,0.3737,205087
1140,298844160,1523.1,1785920156.0,4.0727,0.686,0.3803,205310
1160,304087040,1548.6,1785920181.5,4.0264,0.607,0.3870,205403
1180,309329920,1574.1,1785920207.0,4.1443,0.731,0.3937,205483
1200,314572800,1599.7,1785920232.5,4.0291,0.618,0.4003,205533
1220,319815680,1625.2,1785920258.0,4.0685,0.655,0.4070,205320
1240,325058560,1650.7,1785920283.5,4.0174,0.601,0.4137,205658
1260,330301440,1680.0,1785920312.9,4.0804,0.657,0.4203,178812
1280,335544320,1705.5,1785920338.4,4.0420,0.650,0.4270,205371
1300,340787200,1731.1,1785920363.9,3.9974,0.652,0.4337,205237
1320,346030080,1756.6,1785920389.5,4.0439,0.565,0.4403,205234
1340,351272960,1782.2,1785920415.0,4.0688,0.593,0.4470,205043
1360,356515840,1807.7,1785920440.6,3.9817,0.567,0.4537,205154
1380,361758720,1833.3,1785920466.1,3.9550,0.494,0.4603,205435
1400,367001600,1858.8,1785920491.7,3.9347,0.577,0.4670,205329
1420,372244480,1884.3,1785920517.2,3.9377,0.518,0.4737,205361
1440,377487360,1909.9,1785920542.7,3.9629,0.524,0.4803,205407
1460,382730240,1935.4,1785920568.2,3.8840,0.525,0.4870,205356
1480,387973120,1960.9,1785920593.7,4.0053,0.495,0.4937,205695
1500,393216000,1986.4,1785920619.3,3.9386,0.472,0.5003,205031
1520,398458880,2016.3,1785920649.1,3.9386,0.446,0.5070,175877
1540,403701760,2041.8,1785920674.7,3.9032,0.444,0.5137,205184
1560,408944640,2067.4,1785920700.2,3.9366,0.462,0.5203,205235
1580,414187520,2092.9,1785920725.7,3.8985,0.509,0.5270,205384
1600,419430400,2118.4,1785920751.3,3.8648,0.480,0.5337,205319
1620,424673280,2144.0,1785920776.8,3.9074,0.479,0.5403,205284
1640,429916160,2169.5,1785920802.3,3.8715,0.411,0.5470,205339
1660,435159040,2195.0,1785920827.9,3.8219,0.440,0.5537,205146
1680,440401920,2220.6,1785920853.4,3.8449,0.415,0.5603,205301
1700,445644800,2246.2,1785920879.0,3.8646,0.395,0.5670,204738
1720,450887680,2271.7,1785920904.6,3.7940,0.384,0.5737,205525
1740,456130560,2297.2,1785920930.1,3.8839,0.409,0.5803,205364
1760,461373440,2327.1,1785920959.9,3.8394,0.391,0.5870,175749
1780,466616320,2352.6,1785920985.4,3.8680,0.404,0.5937,205619
1800,471859200,2378.1,1785921011.0,3.8169,0.358,0.6003,205284
1820,477102080,2403.6,1785921036.5,3.8687,0.387,0.6070,205567
1840,482344960,2429.2,1785921062.0,3.7929,0.375,0.6137,205027
1860,487587840,2454.7,1785921087.5,3.8333,0.371,0.6203,205759
1880,492830720,2480.2,1785921113.0,3.7957,0.380,0.6270,205650
1900,498073600,2505.7,1785921138.6,3.8348,0.343,0.6337,205010
1920,503316480,2531.3,1785921164.1,3.7771,0.379,0.6403,205221
1940,508559360,2556.8,1785921189.6,3.8678,0.364,0.6470,205496
1960,513802240,2582.3,1785921215.2,3.7648,0.350,0.6537,205271
1980,519045120,2607.9,1785921240.7,3.8296,0.345,0.6603,205134
2000,524288000,2633.5,1785921266.3,3.8052,0.348,0.6670,205006
2020,529530880,2663.3,1785921296.1,3.7723,0.357,0.6737,175786
2040,534773760,2688.8,1785921321.7,3.7999,0.351,0.6803,205440
2060,540016640,2714.3,1785921347.2,3.7735,0.321,0.6870,205473
2080,545259520,2739.8,1785921372.7,3.6950,0.344,0.6937,205437
2100,550502400,2765.4,1785921398.2,3.7682,0.339,0.7003,205531
2120,555745280,2790.9,1785921423.8,3.7182,0.337,0.7070,204928
2140,560988160,2816.5,1785921449.3,3.7646,0.286,0.7137,205126
2160,566231040,2842.0,1785921474.9,3.7424,0.278,0.7203,205550
2180,571473920,2867.5,1785921500.4,3.7122,0.311,0.7270,205274
2200,576716800,2893.1,1785921526.0,3.7224,0.312,0.7337,205104
2220,581959680,2918.6,1785921551.5,3.7331,0.320,0.7403,205306
2240,587202560,2944.2,1785921577.0,3.6655,0.295,0.7470,205476
2260,592445440,2973.7,1785921606.6,3.5823,0.298,0.7537,177367
2280,597688320,2999.3,1785921632.1,3.6690,0.309,0.7603,205031
2300,602931200,3024.8,1785921657.7,3.7111,0.318,0.7670,205399
2320,608174080,3050.3,1785921683.2,3.6956,0.290,0.7737,205416
2340,613416960,3075.9,1785921708.8,3.6732,0.284,0.7803,204949
2360,618659840,3101.5,1785921734.4,3.6347,0.291,0.7870,204852
2380,623902720,3127.1,1785921759.9,3.6359,0.258,0.7937,205039
2400,629145600,3152.6,1785921785.5,3.7096,0.290,0.8003,205089
2420,634388480,3178.2,1785921811.1,3.6584,0.298,0.8070,205152
2440,639631360,3203.8,1785921836.6,3.7048,0.283,0.8137,204997
2460,644874240,3229.4,1785921862.3,3.6072,0.268,0.8203,204628
2480,650117120,3255.0,1785921887.9,3.7251,0.249,0.8270,204441
2500,655360000,3280.7,1785921913.6,3.7185,0.262,0.8337,204259
2520,660602880,3310.3,1785921943.2,3.6625,0.284,0.8403,176935
2540,665845760,3336.0,1785921968.9,3.6722,0.293,0.8470,204100
2560,671088640,3361.7,1785921994.5,3.6494,0.264,0.8537,204574
2580,676331520,3387.3,1785922020.2,3.5358,0.237,0.8603,204108
2600,681574400,3413.1,1785922045.9,3.6509,0.245,0.8670,203845
2620,686817280,3438.8,1785922071.6,3.6637,0.250,0.8737,204107
2640,692060160,3464.4,1785922097.3,3.6849,0.254,0.8803,204124
2660,697303040,3490.1,1785922122.9,3.6569,0.254,0.8870,204500
2680,702545920,3515.7,1785922148.6,3.6263,0.244,0.8937,204366
2700,707788800,3541.4,1785922174.3,3.6485,0.245,0.9003,204244
2720,713031680,3567.0,1785922199.8,3.6289,0.238,0.9070,204937
2740,718274560,3592.6,1785922225.5,3.6462,0.245,0.9137,204670
2760,723517440,3622.1,1785922255.0,3.6482,0.230,0.9203,177418
2780,728760320,3647.7,1785922280.6,3.5675,0.241,0.9270,204927
2800,734003200,3673.3,1785922306.2,3.6329,0.247,0.9337,204950
2820,739246080,3698.9,1785922331.8,3.6948,0.223,0.9403,204593
2840,744488960,3724.5,1785922357.4,3.6588,0.219,0.9470,204755
2860,749731840,3750.2,1785922383.1,3.6586,0.226,0.9537,204239
2880,754974720,3775.8,1785922408.7,3.6279,0.233,0.9603,204695
2900,760217600,3801.4,1785922434.3,3.6135,0.215,0.9670,204747
2920,765460480,3827.0,1785922459.9,3.6443,0.230,0.9737,204814
2940,770703360,3852.6,1785922485.5,3.6363,0.215,0.9803,204852
2960,775946240,3878.2,1785922511.1,3.6680,0.221,0.9870,204794
2980,781189120,3903.8,1785922536.7,3.6406,0.230,0.9937,205021
3000,786432000,3929.4,1785922562.2,3.5548,0.211,1.0000,205010
3020,791674880,3958.8,1785922591.6,3.6146,0.216,1.0000,178372
3040,796917760,3984.3,1785922617.2,3.6383,0.206,1.0000,205016
3060,802160640,4009.9,1785922642.8,3.5690,0.235,1.0000,204861
3080,807403520,4035.5,1785922668.3,3.5914,0.193,1.0000,205108
3100,812646400,4061.1,1785922693.9,3.5990,0.212,1.0000,205086
3120,817889280,4086.6,1785922719.5,3.6158,0.214,1.0000,205219
3140,823132160,4112.2,1785922745.0,3.5987,0.215,1.0000,205150
3160,828375040,4137.7,1785922770.6,3.5878,0.211,1.0000,205185
3180,833617920,4163.3,1785922796.1,3.5683,0.222,1.0000,205061
3200,838860800,4188.9,1785922821.7,3.5689,0.223,1.0000,205054
3220,844103680,4214.4,1785922847.3,3.5535,0.186,1.0000,205149
3240,849346560,4240.0,1785922872.9,3.5283,0.202,1.0000,204718
3260,854589440,4269.7,1785922902.6,3.5311,0.182,1.0000,176630
3280,859832320,4295.3,1785922928.2,3.5644,0.207,1.0000,204747
3300,865075200,4320.9,1785922953.8,3.5877,0.175,1.0000,204767
3320,870318080,4346.5,1785922979.4,3.5446,0.187,1.0000,204681
3340,875560960,4372.1,1785923005.0,3.5830,0.196,1.0000,204751
3360,880803840,4397.7,1785923030.6,3.5487,0.199,1.0000,204928
3380,886046720,4423.3,1785923056.2,3.5631,0.187,1.0000,204847
3400,891289600,4448.9,1785923081.8,3.6357,0.184,1.0000,204732
3420,896532480,4474.6,1785923107.4,3.5397,0.188,1.0000,204313
3440,901775360,4500.2,1785923133.0,3.5689,0.175,1.0000,204765
3460,907018240,4525.8,1785923158.7,3.5293,0.194,1.0000,204544
3480,912261120,4551.4,1785923184.3,3.4588,0.180,1.0000,204610
3500,917504000,4577.1,1785923210.0,3.5335,0.191,1.0000,204342
3520,922746880,4606.9,1785923239.7,3.5028,0.177,1.0000,176011
3540,927989760,4632.5,1785923265.4,3.5397,0.185,1.0000,204610
3560,933232640,4658.1,1785923291.0,3.5223,0.169,1.0000,204827
3580,938475520,4683.7,1785923316.6,3.5056,0.176,1.0000,204555
3600,943718400,4709.4,1785923342.3,3.5897,0.174,1.0000,204240
3620,948961280,4735.1,1785923368.0,3.5658,0.174,1.0000,204039
3640,954204160,4760.7,1785923393.6,3.4302,0.171,1.0000,204490
3660,959447040,4786.4,1785923419.2,3.5223,0.165,1.0000,204429
3680,964689920,4812.1,1785923444.9,3.4854,0.176,1.0000,204234
3700,969932800,4837.7,1785923470.6,3.5021,0.176,1.0000,204135
3720,975175680,4863.4,1785923496.2,3.5098,0.158,1.0000,204557
3740,980418560,4889.0,1785923521.9,3.5066,0.168,1.0000,204203
3760,985661440,4918.8,1785923551.6,3.5181,0.179,1.0000,176482
3780,990904320,4944.4,1785923577.3,3.4743,0.171,1.0000,204185
3800,996147200,4970.1,1785923603.0,3.4814,0.179,1.0000,204082
3820,1001390080,4995.8,1785923628.7,3.5210,0.174,1.0000,203955
3840,1006632960,5021.5,1785923654.4,3.4996,0.152,1.0000,204251
3860,1011875840,5047.1,1785923680.0,3.4498,0.172,1.0000,204669
3880,1017118720,5072.7,1785923705.6,3.5027,0.172,1.0000,204694
3900,1022361600,5098.3,1785923731.2,3.4945,0.167,1.0000,204619
3920,1027604480,5124.0,1785923756.8,3.4935,0.158,1.0000,204782
3940,1032847360,5149.5,1785923782.4,3.5385,0.168,1.0000,204899
3960,1038090240,5175.2,1785923808.0,3.4863,0.169,1.0000,204633
3980,1043333120,5200.8,1785923833.6,3.5080,0.156,1.0000,204632
4000,1048576000,5226.3,1785923859.2,3.5191,0.167,1.0000,205045
4020,1053818880,5256.2,1785923889.1,3.5228,0.178,1.0000,175585
4040,1059061760,5281.8,1785923914.6,3.4191,0.170,1.0000,205188
4060,1064304640,5307.4,1785923940.2,3.5128,0.170,1.0000,204685
4080,1069547520,5333.0,1785923965.8,3.4839,0.157,1.0000,204860
4100,1074790400,5358.6,1785923991.4,3.4963,0.160,1.0000,204656
4120,1080033280,5384.2,1785924017.1,3.4333,0.152,1.0000,204541
4140,1085276160,5409.8,1785924042.7,3.4631,0.168,1.0000,204767
4160,1090519040,5435.4,1785924068.2,3.4485,0.149,1.0000,205084
4180,1095761920,5461.0,1785924093.8,3.4878,0.166,1.0000,205004
4200,1101004800,5486.6,1785924119.4,3.5208,0.156,1.0000,204845
4220,1106247680,5512.1,1785924145.0,3.4352,0.162,1.0000,204885
4240,1111490560,5537.8,1785924170.6,3.4259,0.157,1.0000,204706
4260,1116733440,5567.7,1785924200.5,3.4631,0.141,1.0000,175381
4280,1121976320,5593.3,1785924226.1,3.4374,0.154,1.0000,204596
4300,1127219200,5618.9,1785924251.8,3.4078,0.160,1.0000,204238
4320,1132462080,5644.6,1785924277.5,3.3982,0.157,1.0000,204380
4340,1137704960,5670.3,1785924303.1,3.4678,0.156,1.0000,204230
4360,1142947840,5695.9,1785924328.7,3.5045,0.177,1.0000,204713
4380,1148190720,5721.5,1785924354.4,3.5152,0.149,1.0000,204629
4400,1153433600,5747.2,1785924380.0,3.4347,0.154,1.0000,204273
4420,1158676480,5772.8,1785924405.7,3.4860,0.153,1.0000,204477
4440,1163919360,5798.4,1785924431.3,3.4368,0.173,1.0000,204596
4460,1169162240,5824.0,1785924456.9,3.4403,0.158,1.0000,204742
4480,1174405120,5849.7,1785924482.5,3.4778,0.174,1.0000,204592
4500,1179648000,5875.3,1785924508.1,3.4350,0.157,1.0000,204713
4520,1184890880,5904.7,1785924537.6,3.3971,0.164,1.0000,177985
4540,1190133760,5930.3,1785924563.2,3.5226,0.156,1.0000,205019
4560,1195376640,5955.9,1785924588.8,3.4152,0.148,1.0000,204889
4580,1200619520,5981.5,1785924614.4,3.4137,0.155,1.0000,204750
4600,1205862400,6007.2,1785924640.0,3.4650,0.142,1.0000,204407
4620,1211105280,6032.9,1785924665.7,3.4205,0.153,1.0000,204023
4640,1216348160,6058.5,1785924691.4,3.4948,0.151,1.0000,204416
4660,1221591040,6084.1,1785924716.9,3.4765,0.162,1.0000,204835
4680,1226833920,6109.7,1785924742.5,3.4747,0.157,1.0000,204968
4700,1232076800,6135.3,1785924768.2,3.4529,0.153,1.0000,204549
4720,1237319680,6161.0,1785924793.8,3.3864,0.150,1.0000,204242
4740,1242562560,6186.7,1785924819.5,3.4803,0.140,1.0000,204037
4760,1247805440,6216.3,1785924849.2,3.3897,0.145,1.0000,176772
4780,1253048320,6242.0,1785924874.8,3.4552,0.140,1.0000,204300
4800,1258291200,6267.7,1785924900.5,3.4649,0.130,1.0000,204086
4820,1263534080,6293.4,1785924926.3,3.4280,0.147,1.0000,203868
4840,1268776960,6319.0,1785924951.9,3.4381,0.144,1.0000,204482
4860,1274019840,6344.7,1785924977.6,3.4123,0.157,1.0000,204161
4880,1279262720,6370.4,1785925003.3,3.4429,0.149,1.0000,204078
4900,1284505600,6396.1,1785925029.0,3.3886,0.141,1.0000,204079
4920,1289748480,6421.8,1785925054.6,3.4334,0.144,1.0000,204125
4940,1294991360,6447.5,1785925080.3,3.3910,0.152,1.0000,204068
4960,1300234240,6473.2,1785925106.0,3.4222,0.142,1.0000,204137
4980,1305477120,6498.9,1785925131.7,3.4276,0.147,1.0000,203948
5000,1310720000,6524.6,1785925157.4,3.4608,0.140,1.0000,203981
5020,1315962880,6554.4,1785925187.3,3.3788,0.149,1.0000,175588
5040,1321205760,6580.0,1785925212.9,3.4489,0.157,1.0000,204926
5060,1326448640,6605.6,1785925238.4,3.4061,0.143,1.0000,204987
5080,1331691520,6631.2,1785925264.1,3.4478,0.145,1.0000,204572
5100,1336934400,6656.8,1785925289.7,3.4064,0.147,1.0000,204697
5120,1342177280,6682.5,1785925315.3,3.4075,0.144,1.0000,204602
5140,1347420160,6708.0,1785925340.9,3.3866,0.139,1.0000,204930
5160,1352663040,6733.6,1785925366.5,3.4277,0.134,1.0000,204806
5180,1357905920,6759.3,1785925392.1,3.4152,0.144,1.0000,204698
5200,1363148800,6784.9,1785925417.7,3.4016,0.133,1.0000,204651
5220,1368391680,6810.5,1785925443.4,3.4411,0.153,1.0000,204503
5240,1373634560,6836.1,1785925469.0,3.3869,0.150,1.0000,204751
5260,1378877440,6865.7,1785925498.6,3.4240,0.140,1.0000,177018
5280,1384120320,6891.3,1785925524.2,3.4561,0.132,1.0000,204905
5300,1389363200,6916.9,1785925549.8,3.4036,0.142,1.0000,204914
5320,1394606080,6942.5,1785925575.3,3.4766,0.146,1.0000,204894
5340,1399848960,6968.1,1785925601.0,3.4659,0.140,1.0000,204759
5360,1405091840,6993.7,1785925626.6,3.4424,0.136,1.0000,204703
5380,1410334720,7019.3,1785925652.2,3.3677,0.130,1.0000,204779
5400,1415577600,7044.9,1785925677.8,3.4071,0.148,1.0000,204674
5420,1420820480,7070.5,1785925703.4,3.4260,0.144,1.0000,204729
5440,1426063360,7096.2,1785925729.1,3.4187,0.128,1.0000,204322
5460,1431306240,7121.8,1785925754.7,3.4005,0.132,1.0000,204751
5480,1436549120,7147.4,1785925780.2,3.3937,0.140,1.0000,204855
5500,1441792000,7173.0,1785925805.9,3.3681,0.149,1.0000,204703
5520,1447034880,7202.6,1785925835.4,3.3856,0.137,1.0000,177276
5540,1452277760,7228.2,1785925861.1,3.4182,0.136,1.0000,204487
5560,1457520640,7253.9,1785925886.7,3.4096,0.130,1.0000,204224
5580,1462763520,7279.6,1785925912.4,3.3645,0.139,1.0000,204025
5600,1468006400,7305.2,1785925938.1,3.4031,0.136,1.0000,204473
5620,1473249280,7330.8,1785925963.7,3.4460,0.143,1.0000,204817
5640,1478492160,7356.5,1785925989.3,3.3675,0.135,1.0000,204465
5660,1483735040,7382.1,1785926014.9,3.3430,0.125,1.0000,204724
5680,1488977920,7407.7,1785926040.6,3.4014,0.141,1.0000,204602
5700,1494220800,7433.3,1785926066.1,3.4464,0.133,1.0000,204902
5720,1499463680,7458.9,1785926091.8,3.3242,0.129,1.0000,204741
5740,1504706560,7484.5,1785926117.4,3.3876,0.142,1.0000,204815
5760,1509949440,7514.1,1785926147.0,3.4032,0.140,1.0000,177129
5780,1515192320,7539.7,1785926172.6,3.3935,0.135,1.0000,204716
5800,1520435200,7565.3,1785926198.2,3.3794,0.136,1.0000,204729
5820,1525678080,7591.0,1785926223.9,3.4079,0.132,1.0000,203951
5840,1530920960,7616.8,1785926249.6,3.3795,0.132,1.0000,203624
5860,1536163840,7642.5,1785926275.4,3.3462,0.135,1.0000,203751
5880,1541406720,7668.2,1785926301.0,3.3928,0.130,1.0000,204237
5900,1546649600,7693.8,1785926326.6,3.4504,0.144,1.0000,204695
5920,1551892480,7719.4,1785926352.3,3.3668,0.143,1.0000,204691
5940,1557135360,7745.0,1785926377.8,3.3781,0.127,1.0000,204883
5960,1562378240,7770.6,1785926403.4,3.3429,0.132,1.0000,204921
5980,1567621120,7796.2,1785926429.1,3.4205,0.138,1.0000,204586
6000,1572864000,7821.8,1785926454.7,3.4450,0.133,1.0000,204706
6020,1578106880,7851.7,1785926484.5,3.3699,0.128,1.0000,175690
6040,1583349760,7877.3,1785926510.1,3.2791,0.137,1.0000,204519
6060,1588592640,7902.9,1785926535.8,3.4114,0.147,1.0000,204351
6080,1593835520,7928.6,1785926561.5,3.3642,0.137,1.0000,204313
6100,1599078400,7954.2,1785926587.1,3.4022,0.135,1.0000,204566
6120,1604321280,7979.9,1785926612.7,3.3941,0.131,1.0000,204504
6140,1609564160,8005.5,1785926638.4,3.4119,0.134,1.0000,204433
6160,1614807040,8031.2,1785926664.0,3.3749,0.132,1.0000,204528
6180,1620049920,8056.8,1785926689.7,3.3696,0.132,1.0000,204417
6200,1625292800,8082.5,1785926715.3,3.4073,0.131,1.0000,204394
6220,1630535680,8108.1,1785926740.9,3.3379,0.134,1.0000,204532
6240,1635778560,8133.7,1785926766.6,3.3822,0.132,1.0000,204458
6260,1641021440,8163.7,1785926796.5,3.3005,0.135,1.0000,174990
6280,1646264320,8189.3,1785926822.1,3.3703,0.133,1.0000,204848
6300,1651507200,8214.9,1785926847.7,3.3673,0.134,1.0000,204734
6320,1656750080,8240.5,1785926873.3,3.3359,0.137,1.0000,204853
6340,1661992960,8266.1,1785926899.0,3.3851,0.123,1.0000,204688
6360,1667235840,8291.7,1785926924.6,3.3361,0.126,1.0000,204798
6380,1672478720,8317.4,1785926950.2,3.3442,0.128,1.0000,204379
6400,1677721600,8343.0,1785926975.8,3.3825,0.139,1.0000,204523
6420,1682964480,8368.6,1785927001.4,3.3433,0.128,1.0000,204748
6440,1688207360,8394.2,1785927027.1,3.3346,0.126,1.0000,204526
6460,1693450240,8419.9,1785927052.7,3.2688,0.119,1.0000,204457
6480,1698693120,8445.5,1785927078.4,3.3315,0.126,1.0000,204595
6500,1703936000,8471.1,1785927104.0,3.3661,0.135,1.0000,204490
6520,1709178880,8500.9,1785927133.8,3.3465,0.130,1.0000,175917
6540,1714421760,8526.5,1785927159.4,3.3687,0.140,1.0000,204832
6560,1719664640,8552.1,1785927185.0,3.3437,0.134,1.0000,204870
6580,1724907520,8577.7,1785927210.6,3.4186,0.131,1.0000,204634
6600,1730150400,8603.4,1785927236.2,3.3365,0.147,1.0000,204716
6620,1735393280,8629.0,1785927261.8,3.4278,0.129,1.0000,204600
6640,1740636160,8654.6,1785927287.4,3.3088,0.129,1.0000,204768
6660,1745879040,8680.2,1785927313.1,3.3636,0.130,1.0000,204360
6680,1751121920,8705.9,1785927338.7,3.3837,0.123,1.0000,204594
6700,1756364800,8731.5,1785927364.4,3.3716,0.134,1.0000,204542
6720,1761607680,8757.1,1785927390.0,3.3197,0.131,1.0000,204580
6740,1766850560,8782.8,1785927415.6,3.3585,0.128,1.0000,204539
6760,1772093440,8812.5,1785927445.4,3.3970,0.128,1.0000,176261
6780,1777336320,8838.2,1785927471.1,3.3733,0.132,1.0000,204000
6800,1782579200,8863.9,1785927496.8,3.3128,0.129,1.0000,203810
6820,1787822080,8889.7,1785927522.6,3.3496,0.119,1.0000,203447
6840,1793064960,8915.5,1785927548.3,3.3471,0.127,1.0000,203496
6860,1798307840,8941.2,1785927574.0,3.2688,0.129,1.0000,203927
6880,1803550720,8966.8,1785927599.7,3.2900,0.122,1.0000,204336
6900,1808793600,8992.5,1785927625.3,3.3395,0.126,1.0000,204304
6920,1814036480,9018.1,1785927651.0,3.3396,0.136,1.0000,204396
6940,1819279360,9043.8,1785927676.7,3.3167,0.126,1.0000,204266
6960,1824522240,9069.5,1785927702.3,3.3631,0.125,1.0000,204401
6980,1829765120,9095.1,1785927728.0,3.3941,0.130,1.0000,204158
7000,1835008000,9120.8,1785927753.7,3.3982,0.137,1.0000,203994
7020,1840250880,9150.2,1785927783.1,3.3009,0.127,1.0000,178555
7040,1845493760,9176.0,1785927808.9,3.3785,0.126,1.0000,202957
7060,1850736640,9201.9,1785927834.7,3.3601,0.131,1.0000,202830
7080,1855979520,9227.7,1785927860.6,3.3322,0.130,1.0000,202818
7100,1861222400,9253.6,1785927886.4,3.3147,0.122,1.0000,202810
7120,1866465280,9279.4,1785927912.3,3.3299,0.129,1.0000,202842
7140,1871708160,9305.3,1785927938.1,3.3306,0.122,1.0000,202766
7160,1876951040,9331.1,1785927964.0,3.3721,0.140,1.0000,202833
7180,1882193920,9357.0,1785927989.9,3.3041,0.121,1.0000,202641
7200,1887436800,9382.9,1785928015.7,3.3155,0.121,1.0000,202588
7220,1892679680,9408.8,1785928041.6,3.2811,0.125,1.0000,202739
7240,1897922560,9434.6,1785928067.4,3.3193,0.126,1.0000,202900
7260,1903165440,9464.0,1785928096.9,3.3400,0.131,1.0000,178126
7280,1908408320,9489.9,1785928122.7,3.3319,0.129,1.0000,202786
7300,1913651200,9515.7,1785928148.6,3.3863,0.130,1.0000,202758
7320,1918894080,9541.6,1785928174.5,3.2944,0.120,1.0000,202691
7340,1924136960,9567.5,1785928200.3,3.3788,0.125,1.0000,202660
7360,1929379840,9593.3,1785928226.2,3.3522,0.119,1.0000,202949
7380,1934622720,9619.2,1785928252.0,3.4170,0.130,1.0000,202774
7400,1939865600,9645.0,1785928277.9,3.3264,0.127,1.0000,202740
7420,1945108480,9670.9,1785928303.7,3.3512,0.127,1.0000,202782
7440,1950351360,9696.7,1785928329.6,3.3167,0.127,1.0000,202784
7460,1955594240,9722.6,1785928355.5,3.3616,0.125,1.0000,202346
7480,1960837120,9748.5,1785928381.3,3.2885,0.132,1.0000,202860
7500,1966080000,9774.3,1785928407.2,3.3331,0.124,1.0000,202818
7520,1971322880,9803.7,1785928436.6,3.3420,0.121,1.0000,178307
7540,1976565760,9829.6,1785928462.4,3.3011,0.124,1.0000,202801
7560,1981808640,9855.4,1785928488.3,3.3015,0.120,1.0000,202812
7580,1987051520,9881.3,1785928514.2,3.2826,0.128,1.0000,202795
7600,1992294400,9907.2,1785928540.0,3.3205,0.117,1.0000,202563
7620,1997537280,9933.0,1785928565.9,3.3660,0.129,1.0000,202716
7640,2002780160,9958.9,1785928591.7,3.3549,0.121,1.0000,202855
