step,tokens,elapsed_s,unix_ts,loss,grad_norm,lr_mult,tok_s
7560,1981808640,49340.8,1786157087.8,2.9365,0.095,1.0000,40622
7580,1987051520,49469.8,1786157216.8,2.9700,0.094,1.0000,40641
7600,1992294400,49598.8,1786157345.8,2.9535,0.097,1.0000,40662
7620,1997537280,49727.8,1786157474.8,2.9493,0.096,1.0000,40639
7640,2002780160,49856.9,1786157603.9,2.9971,0.098,1.0000,40614
7660,2008023040,49985.8,1786157732.8,2.9628,0.093,1.0000,40655
7680,2013265920,50114.9,1786157861.9,2.9882,0.098,1.0000,40615
7700,2018508800,50244.1,1786157991.1,2.9881,0.097,1.0000,40590
7720,2023751680,50373.3,1786158120.3,2.9657,0.095,1.0000,40565
7740,2028994560,50502.7,1786158249.7,2.9967,0.097,1.0000,40517
7760,2034237440,50649.5,1786158396.4,2.9677,0.092,1.0000,35733
7780,2039480320,50778.5,1786158525.5,2.8894,0.092,1.0000,40627
7800,2044723200,50907.6,1786158654.6,3.0445,0.096,1.0000,40604
7820,2049966080,51036.6,1786158783.6,2.9454,0.103,1.0000,40649
7840,2055208960,51165.7,1786158912.6,2.8970,0.094,1.0000,40629
7860,2060451840,51294.8,1786159041.8,2.9556,0.094,1.0000,40600
7880,2065694720,51423.9,1786159170.8,2.9501,0.094,1.0000,40621
7900,2070937600,51552.9,1786159299.9,2.9452,0.094,1.0000,40619
7920,2076180480,51681.9,1786159428.9,2.9195,0.094,1.0000,40639
7940,2081423360,51810.9,1786159557.8,2.9715,0.093,1.0000,40670
7960,2086666240,51939.8,1786159686.8,3.0049,0.093,1.0000,40650
7980,2091909120,52069.2,1786159816.2,2.9688,0.094,1.0000,40529
8000,2097152000,52198.4,1786159945.3,3.0114,0.092,1.0000,40590
8020,2102394880,52345.1,1786160092.1,2.9555,0.100,1.0000,35727
8040,2107637760,52474.2,1786160221.1,2.9396,0.093,1.0000,40625
8060,2112880640,52603.2,1786160350.2,2.9772,0.093,1.0000,40630
8080,2118123520,52732.4,1786160479.3,2.9382,0.093,1.0000,40594
8100,2123366400,52861.5,1786160608.4,2.9533,0.092,1.0000,40610
8120,2128609280,52990.6,1786160737.6,2.9822,0.090,1.0000,40584
8140,2133852160,53119.8,1786160866.8,2.9795,0.092,1.0000,40594
8160,2139095040,53248.9,1786160995.9,2.9590,0.092,1.0000,40605
8180,2144337920,53378.0,1786161125.0,2.9562,0.090,1.0000,40611
8200,2149580800,53507.1,1786161254.1,2.9206,0.093,1.0000,40628
8220,2154823680,53636.3,1786161383.3,2.9990,0.097,1.0000,40555
8240,2160066560,53765.3,1786161512.2,2.9391,0.093,1.0000,40671
8260,2165309440,53911.5,1786161658.5,2.9281,0.090,1.0000,35846
8280,2170552320,54040.5,1786161787.4,2.9779,0.095,1.0000,40658
8300,2175795200,54169.5,1786161916.4,2.9920,0.094,1.0000,40647
8320,2181038080,54298.5,1786162045.4,2.9388,0.090,1.0000,40643
8340,2186280960,54427.4,1786162174.4,2.9061,0.093,1.0000,40646
8360,2191523840,54556.4,1786162303.4,2.9433,0.093,1.0000,40650
8380,2196766720,54685.3,1786162432.3,2.9321,0.088,1.0000,40681
8400,2202009600,54814.3,1786162561.3,2.9543,0.094,1.0000,40644
8420,2207252480,54943.3,1786162690.3,2.9032,0.094,1.0000,40641
8440,2212495360,55072.3,1786162819.2,2.9278,0.092,1.0000,40655
8460,2217738240,55201.2,1786162948.2,2.9983,0.092,1.0000,40660
8480,2222981120,55330.4,1786163077.4,2.9158,0.095,1.0000,40568
8500,2228224000,55459.4,1786163206.3,2.9068,0.092,1.0000,40668
8520,2233466880,55604.5,1786163351.5,2.8943,0.090,1.0000,36119
8540,2238709760,55733.5,1786163480.5,2.9851,0.094,1.0000,40644
8560,2243952640,55862.4,1786163609.4,2.9462,0.093,1.0000,40659
8580,2249195520,55991.3,1786163738.3,2.9035,0.088,1.0000,40676
8600,2254438400,56120.2,1786163867.2,2.9119,0.097,1.0000,40680
8620,2259681280,56249.1,1786163996.1,2.9114,0.090,1.0000,40679
8640,2264924160,56378.0,1786164125.0,2.9257,0.091,1.0000,40675
8660,2270167040,56506.8,1786164253.8,2.9734,0.090,1.0000,40692
8680,2275409920,56635.8,1786164382.8,2.8871,0.095,1.0000,40660
8700,2280652800,56764.7,1786164511.7,2.9389,0.093,1.0000,40677
8720,2285895680,56893.8,1786164640.7,3.0068,0.092,1.0000,40616
8740,2291138560,57022.5,1786164769.5,2.9108,0.094,1.0000,40720
8760,2296381440,57169.6,1786164916.6,2.9558,0.091,1.0000,35638
8780,2301624320,57298.4,1786165045.4,2.9547,0.089,1.0000,40708
8800,2306867200,57427.4,1786165174.4,2.9405,0.089,1.0000,40655
8820,2312110080,57556.3,1786165303.3,2.8787,0.092,1.0000,40678
8840,2317352960,57685.1,1786165432.1,2.9575,0.091,1.0000,40681
8860,2322595840,57814.2,1786165561.2,2.8971,0.090,1.0000,40632
8880,2327838720,57943.3,1786165690.2,2.9620,0.090,1.0000,40619
8900,2333081600,58072.2,1786165819.2,2.9053,0.090,1.0000,40657
8920,2338324480,58201.2,1786165948.1,2.9199,0.088,1.0000,40658
8940,2343567360,58330.1,1786166077.1,2.9761,0.090,1.0000,40666
8960,2348810240,58459.3,1786166206.2,2.8695,0.089,1.0000,40586
8980,2354053120,58588.2,1786166335.2,2.9527,0.091,1.0000,40671
9000,2359296000,58717.1,1786166464.0,3.0017,0.088,1.0000,40680
9020,2364538880,58863.4,1786166610.3,2.9150,0.093,1.0000,35835
9040,2369781760,58992.2,1786166739.2,3.0065,0.089,1.0000,40680
9060,2375024640,59121.2,1786166868.2,2.9820,0.088,1.0000,40657
9080,2380267520,59250.1,1786166997.0,2.9337,0.091,1.0000,40683
9100,2385510400,59379.0,1786167126.0,2.9553,0.087,1.0000,40669
9120,2390753280,59507.8,1786167254.8,2.9066,0.094,1.0000,40694
9140,2395996160,59636.8,1786167383.7,2.9274,0.088,1.0000,40662
9160,2401239040,59765.7,1786167512.7,2.8826,0.088,1.0000,40665
9180,2406481920,59894.6,1786167641.6,2.9776,0.088,1.0000,40671
9200,2411724800,60023.5,1786167770.5,2.9540,0.087,1.0000,40679
9220,2416967680,60152.6,1786167899.6,2.9067,0.088,1.0000,40591
9240,2422210560,60281.6,1786168028.6,2.9336,0.089,1.0000,40647
9260,2427453440,60428.2,1786168175.2,2.9565,0.088,1.0000,35775
9280,2432696320,60557.1,1786168304.1,2.9699,0.088,1.0000,40663
9300,2437939200,60686.1,1786168433.1,2.9137,0.089,1.0000,40641
9320,2443182080,60815.0,1786168562.0,2.9921,0.094,1.0000,40669
9340,2448424960,60943.8,1786168690.8,2.9528,0.092,1.0000,40713
9360,2453667840,61072.7,1786168819.7,2.8683,0.088,1.0000,40684
9380,2458910720,61201.6,1786168948.6,2.8821,0.086,1.0000,40666
9400,2464153600,61330.6,1786169077.6,2.9315,0.090,1.0000,40643
9420,2469396480,61459.5,1786169206.4,2.9503,0.090,1.0000,40686
9440,2474639360,61588.2,1786169335.2,2.9482,0.087,1.0000,40727
9460,2479882240,61717.2,1786169464.2,2.9424,0.092,1.0000,40630
9480,2485125120,61846.0,1786169592.9,2.9627,0.088,1.0000,40730
9500,2490368000,61974.8,1786169721.8,2.9027,0.089,1.0000,40692
9520,2495610880,62121.4,1786169868.3,2.8516,0.090,1.0000,35775
9540,2500853760,62250.3,1786169997.3,2.8554,0.096,1.0000,40650
9560,2506096640,62379.4,1786170126.4,2.9172,0.089,1.0000,40627
9580,2511339520,62508.5,1786170255.5,2.9412,0.087,1.0000,40611
9600,2516582400,62637.6,1786170384.5,2.8748,0.089,1.0000,40621
9620,2521825280,62766.6,1786170513.6,2.8989,0.087,1.0000,40630
9640,2527068160,62895.6,1786170642.6,2.8478,0.089,1.0000,40626
9660,2532311040,63024.5,1786170771.5,2.9763,0.090,1.0000,40680
9680,2537553920,63153.5,1786170900.5,2.9293,0.087,1.0000,40660
9700,2542796800,63282.7,1786171029.6,2.9395,0.088,1.0000,40581
9720,2548039680,63411.9,1786171158.8,2.9487,0.090,1.0000,40584
9740,2553282560,63541.4,1786171288.4,2.9231,0.088,1.0000,40478
9760,2558525440,63687.9,1786171434.9,2.8765,0.085,1.0000,35778
9780,2563768320,63817.6,1786171564.6,2.8942,0.086,1.0000,40427
9800,2569011200,63947.4,1786171694.4,2.9378,0.089,1.0000,40397
9820,2574254080,64077.1,1786171824.1,2.9294,0.091,1.0000,40429
9840,2579496960,64206.6,1786171953.6,2.9141,0.090,1.0000,40472
9860,2584739840,64336.1,1786172083.1,2.9047,0.086,1.0000,40489
9880,2589982720,64465.5,1786172212.5,2.9048,0.086,1.0000,40505
9900,2595225600,64595.0,1786172342.0,2.9298,0.088,1.0000,40506
9920,2600468480,64724.3,1786172471.3,2.9428,0.089,1.0000,40526
9940,2605711360,64854.1,1786172601.1,2.9092,0.085,1.0000,40410
9960,2610954240,64983.5,1786172730.5,2.9172,0.085,1.0000,40519
9980,2616197120,65112.8,1786172859.7,2.9042,0.086,1.0000,40557
10000,2621440000,65241.9,1786172988.9,2.8948,0.085,1.0000,40604
10020,2626682880,65388.4,1786173135.3,2.9269,0.088,1.0000,35790
10040,2631925760,65517.2,1786173264.2,2.9003,0.086,1.0000,40684
10060,2637168640,65646.1,1786173393.1,2.9441,0.086,1.0000,40676
10080,2642411520,65775.0,1786173521.9,2.8613,0.083,1.0000,40694
10100,2647654400,65903.8,1786173650.8,2.9018,0.087,1.0000,40691
10120,2652897280,66032.6,1786173779.6,2.8839,0.085,1.0000,40706
10140,2658140160,66161.5,1786173908.5,2.8770,0.085,1.0000,40666
10160,2663383040,66290.5,1786174037.5,2.8656,0.085,1.0000,40651
10180,2668625920,66419.8,1786174166.8,2.9171,0.087,1.0000,40556
10200,2673868800,66549.0,1786174296.0,2.9402,0.086,1.0000,40578
10220,2679111680,66678.3,1786174425.3,2.9023,0.087,1.0000,40551
10240,2684354560,66807.6,1786174554.6,2.8909,0.084,1.0000,40546
10260,2689597440,66954.4,1786174701.4,2.9131,0.084,1.0000,35718
10280,2694840320,67083.4,1786174830.3,2.8892,0.085,1.0000,40649
10300,2700083200,67212.4,1786174959.4,2.9324,0.084,1.0000,40615
10320,2705326080,67341.4,1786175088.4,2.9537,0.086,1.0000,40642
10340,2710568960,67470.6,1786175217.5,2.8534,0.084,1.0000,40607
10360,2715811840,67599.8,1786175346.8,2.8623,0.088,1.0000,40566
10380,2721054720,67729.0,1786175476.0,2.9328,0.085,1.0000,40584
10400,2726297600,67858.1,1786175605.1,2.9778,0.086,1.0000,40594
10420,2731540480,67987.4,1786175734.3,2.9699,0.086,1.0000,40576
10440,2736783360,68116.7,1786175863.7,2.9496,0.090,1.0000,40526
10460,2742026240,68246.0,1786175993.0,2.9365,0.089,1.0000,40558
10480,2747269120,68375.1,1786176122.1,2.8760,0.090,1.0000,40613
10500,2752512000,68504.2,1786176251.2,2.9277,0.084,1.0000,40601
10520,2757754880,68650.3,1786176397.3,2.8791,0.089,1.0000,35894
10540,2762997760,68779.5,1786176526.4,2.8781,0.083,1.0000,40589
10560,2768240640,68908.6,1786176655.6,2.8904,0.086,1.0000,40591
10580,2773483520,69037.6,1786176784.6,2.8273,0.082,1.0000,40656
10600,2778726400,69166.5,1786176913.5,2.8413,0.085,1.0000,40672
10620,2783969280,69295.4,1786177042.4,2.8581,0.084,1.0000,40664
10640,2789212160,69424.5,1786177171.5,2.9042,0.083,1.0000,40606
10660,2794455040,69553.7,1786177300.7,2.8881,0.085,1.0000,40578
10680,2799697920,69683.1,1786177430.1,2.8967,0.083,1.0000,40530
10700,2804940800,69812.3,1786177559.3,2.8877,0.083,1.0000,40584
10720,2810183680,69941.5,1786177688.5,2.8613,0.084,1.0000,40580
10740,2815426560,70070.7,1786177817.7,2.9382,0.083,1.0000,40568
10760,2820669440,70215.8,1786177962.8,2.8690,0.083,1.0000,36135
10780,2825912320,70345.1,1786178092.0,2.8589,0.082,1.0000,40566
10800,2831155200,70474.3,1786178221.3,2.9039,0.085,1.0000,40563
10820,2836398080,70603.6,1786178350.6,2.8893,0.084,1.0000,40546
10840,2841640960,70732.8,1786178479.8,2.8319,0.082,1.0000,40568
10860,2846883840,70862.2,1786178609.1,2.7897,0.086,1.0000,40543
10880,2852126720,70991.5,1786178738.5,2.8844,0.082,1.0000,40523
10900,2857369600,71120.9,1786178867.9,2.9203,0.084,1.0000,40537
10920,2862612480,71250.3,1786178997.3,2.8974,0.084,1.0000,40505
10940,2867855360,71379.6,1786179126.6,2.8759,0.086,1.0000,40559
10960,2873098240,71508.9,1786179255.9,2.8860,0.086,1.0000,40539
10980,2878341120,71638.3,1786179385.3,2.8948,0.086,1.0000,40514
11000,2883584000,71767.9,1786179514.8,2.8583,0.088,1.0000,40473
11020,2888826880,71914.1,1786179661.0,2.9069,0.088,1.0000,35864
11040,2894069760,72043.5,1786179790.5,2.8794,0.083,1.0000,40499
11060,2899312640,72173.0,1786179920.0,2.9627,0.083,1.0000,40480
11080,2904555520,72302.6,1786180049.5,2.8556,0.084,1.0000,40478
11100,2909798400,72432.1,1786180179.1,2.9033,0.090,1.0000,40475
11120,2915041280,72561.5,1786180308.5,2.8664,0.083,1.0000,40513
11140,2920284160,72690.9,1786180437.9,2.8719,0.085,1.0000,40508
11160,2925527040,72820.4,1786180567.3,2.8969,0.082,1.0000,40507
11180,2930769920,72950.1,1786180697.0,2.9280,0.082,1.0000,40424
11200,2936012800,73079.5,1786180826.5,2.8493,0.083,1.0000,40510
11220,2941255680,73208.8,1786180955.8,2.9118,0.083,1.0000,40528
11240,2946498560,73338.1,1786181085.1,2.9124,0.082,1.0000,40548
11260,2951741440,73483.1,1786181230.1,2.8881,0.083,1.0000,36172
11280,2956984320,73612.3,1786181359.3,2.8856,0.088,1.0000,40573
11300,2962227200,73741.5,1786181488.5,2.9123,0.085,1.0000,40580
11320,2967470080,73870.8,1786181617.8,2.9126,0.082,1.0000,40557
11340,2972712960,74000.1,1786181747.1,2.8570,0.085,1.0000,40546
11360,2977955840,74129.4,1786181876.4,2.8998,0.083,1.0000,40536
11380,2983198720,74258.7,1786182005.6,2.8854,0.081,1.0000,40565
11400,2988441600,74388.0,1786182135.0,2.8839,0.082,1.0000,40544
11420,2993684480,74517.6,1786182264.5,2.9171,0.081,1.0000,40457
11440,2998927360,74647.0,1786182394.0,2.9330,0.084,1.0000,40503
11460,3004170240,74776.3,1786182523.3,2.9302,0.083,1.0000,40541
11480,3009413120,74905.5,1786182652.5,2.9037,0.084,1.0000,40577
11500,3014656000,75034.9,1786182781.9,2.8325,0.083,1.0000,40527
11520,3019898880,75180.5,1786182927.5,2.9068,0.081,1.0000,36016
11540,3025141760,75309.8,1786183056.8,2.9147,0.081,1.0000,40548
11560,3030384640,75439.1,1786183186.1,2.9309,0.084,1.0000,40536
11580,3035627520,75568.5,1786183315.5,2.9132,0.082,1.0000,40513
11600,3040870400,75698.0,1786183444.9,2.8679,0.083,1.0000,40507
11620,3046113280,75827.4,1786183574.4,2.9036,0.081,1.0000,40513
11640,3051356160,75956.8,1786183703.8,2.8840,0.083,1.0000,40513
11660,3056599040,76086.5,1786183833.5,2.9005,0.081,1.0000,40424
11680,3061841920,76215.9,1786183962.9,2.8628,0.083,1.0000,40511
11700,3067084800,76345.3,1786184092.3,2.8893,0.083,1.0000,40514
11720,3072327680,76474.6,1786184221.6,2.9098,0.083,1.0000,40547
11740,3077570560,76603.9,1786184350.9,2.9136,0.085,1.0000,40553
11760,3082813440,76749.1,1786184496.1,2.8349,0.082,1.0000,36111
11780,3088056320,76878.3,1786184625.3,2.9604,0.083,1.0000,40576
11800,3093299200,77007.7,1786184754.6,2.8693,0.082,1.0000,40531
11820,3098542080,77136.9,1786184883.9,2.8529,0.081,1.0000,40557
11840,3103784960,77266.2,1786185013.2,2.9004,0.083,1.0000,40562
11860,3109027840,77395.3,1786185142.3,2.8701,0.084,1.0000,40602
11880,3114270720,77524.4,1786185271.4,2.8085,0.077,1.0000,40604
11900,3119513600,77653.9,1786185400.9,2.8700,0.082,1.0000,40486
11920,3124756480,77783.5,1786185530.5,2.9237,0.082,1.0000,40471
11940,3129999360,77912.8,1786185659.8,2.9461,0.083,1.0000,40536
11960,3135242240,78042.4,1786185789.4,2.8856,0.084,1.0000,40468
11980,3140485120,78171.9,1786185918.9,2.9242,0.085,1.0000,40464
12000,3145728000,78301.7,1786186048.6,2.8756,0.084,1.0000,40415
12020,3150970880,78446.8,1786186193.8,2.8794,0.080,1.0000,36116
12040,3156213760,78576.4,1786186323.4,2.9183,0.082,1.0000,40465
12060,3161456640,78705.9,1786186452.9,2.8801,0.083,1.0000,40481
12080,3166699520,78835.4,1786186582.4,2.9241,0.084,1.0000,40481
12100,3171942400,78965.1,1786186712.0,2.8999,0.082,1.0000,40444
12120,3177185280,79094.5,1786186841.5,2.8958,0.081,1.0000,40501
12140,3182428160,79223.9,1786186970.9,2.9411,0.266,1.0000,40507
12160,3187671040,79353.8,1786187100.8,2.8852,0.082,1.0000,40379
12180,3192913920,79483.4,1786187230.4,2.9365,0.081,1.0000,40440
12200,3198156800,79613.1,1786187360.1,2.8627,0.082,1.0000,40434
12220,3203399680,79742.7,1786187489.7,2.9305,0.081,1.0000,40444
12240,3208642560,79872.4,1786187619.4,2.8728,0.079,1.0000,40429
12260,3213885440,80018.0,1786187765.0,2.8755,0.084,1.0000,36000
12280,3219128320,80147.7,1786187894.7,2.8687,0.083,1.0000,40426
12300,3224371200,80277.4,1786188024.4,2.8473,0.080,1.0000,40431
12320,3229614080,80407.1,1786188154.1,2.8407,0.081,1.0000,40436
12340,3234856960,80536.7,1786188283.7,2.8831,0.080,1.0000,40439
12360,3240099840,80666.3,1786188413.3,2.8906,0.082,1.0000,40448
12380,3245342720,80796.0,1786188543.0,2.8741,0.081,1.0000,40435
12400,3250585600,80926.0,1786188673.0,2.8589,0.080,1.0000,40336
12420,3255828480,81055.7,1786188802.6,2.8948,0.080,1.0000,40429
12440,3261071360,81185.3,1786188932.3,2.8405,0.081,1.0000,40442
12460,3266314240,81314.8,1786189061.8,2.8494,0.080,1.0000,40481
12480,3271557120,81444.5,1786189191.4,2.8118,0.078,1.0000,40443
12500,3276800000,81574.2,1786189321.2,2.8722,0.080,1.0000,40395
12520,3282042880,81720.5,1786189467.5,2.8585,0.079,1.0000,35843
12540,3287285760,81850.3,1786189597.2,2.9193,0.080,1.0000,40412
12560,3292528640,81980.0,1786189727.0,2.8237,0.081,1.0000,40405
12580,3297771520,82109.7,1786189856.7,2.8506,0.078,1.0000,40428
12600,3303014400,82239.5,1786189986.5,2.8182,0.078,1.0000,40393
12620,3308257280,82369.2,1786190116.1,2.8473,0.081,1.0000,40430
12640,3313500160,82499.3,1786190246.2,2.8601,0.079,1.0000,40300
12660,3318743040,82629.0,1786190376.0,2.8802,0.080,1.0000,40402
12680,3323985920,82758.8,1786190505.8,2.8327,0.085,1.0000,40408
12700,3329228800,82888.6,1786190635.6,2.9324,0.079,1.0000,40383
12720,3334471680,83018.4,1786190765.4,2.8868,0.081,1.0000,40397
12740,3339714560,83148.3,1786190895.2,2.8516,0.079,1.0000,40372
12760,3344957440,83294.6,1786191041.5,2.8962,0.079,1.0000,35836
12780,3350200320,83424.3,1786191171.2,2.8570,0.082,1.0000,40426
12800,3355443200,83554.0,1786191301.0,2.8111,0.078,1.0000,40418
12820,3360686080,83683.6,1786191430.6,2.8848,0.078,1.0000,40448
12840,3365928960,83813.1,1786191560.1,2.8983,0.080,1.0000,40473
12860,3371171840,83942.7,1786191689.7,2.8811,0.079,1.0000,40466
12880,3376414720,84072.4,1786191819.4,2.8891,0.081,1.0000,40408
12900,3381657600,84202.0,1786191949.0,2.8946,0.080,1.0000,40473
12920,3386900480,84331.6,1786192078.6,2.9120,0.080,1.0000,40457
12940,3392143360,84461.2,1786192208.2,2.8912,0.078,1.0000,40449
12960,3397386240,84590.8,1786192337.8,2.9069,0.081,1.0000,40440
12980,3402629120,84720.5,1786192467.5,2.8374,0.079,1.0000,40430
13000,3407872000,84850.1,1786192597.1,2.9239,0.082,1.0000,40446
13020,3413114880,84997.0,1786192744.0,2.8665,0.079,1.0000,35701
13040,3418357760,85126.7,1786192873.7,2.8750,0.078,1.0000,40429
13060,3423600640,85256.3,1786193003.3,2.8777,0.081,1.0000,40449
13080,3428843520,85385.8,1786193132.8,2.8465,0.077,1.0000,40483
13100,3434086400,85515.3,1786193262.3,2.8257,0.081,1.0000,40476
13120,3439329280,85645.0,1786193392.0,2.8696,0.079,1.0000,40444
13140,3444572160,85774.9,1786193521.9,2.8216,0.077,1.0000,40352
13160,3449815040,85904.3,1786193651.3,2.8791,0.078,1.0000,40503
13180,3455057920,86033.8,1786193780.8,2.9348,0.077,1.0000,40493
13200,3460300800,86163.4,1786193910.4,2.8952,0.080,1.0000,40466
13220,3465543680,86293.1,1786194040.1,2.8813,0.078,1.0000,40407
13240,3470786560,86422.8,1786194169.8,2.9003,0.079,1.0000,40432
13260,3476029440,86568.9,1786194315.8,2.9088,0.077,1.0000,35897
13280,3481272320,86698.4,1786194445.4,2.8523,0.082,1.0000,40459
13300,3486515200,86828.3,1786194575.3,2.8545,0.080,1.0000,40380
13320,3491758080,86958.1,1786194705.1,2.9037,0.081,1.0000,40389
13340,3497000960,87087.8,1786194834.8,2.8307,0.077,1.0000,40420
13360,3502243840,87217.5,1786194964.4,2.8632,0.083,1.0000,40434
13380,3507486720,87347.2,1786195094.1,2.8492,0.079,1.0000,40423
13400,3512729600,87476.4,1786195223.4,2.8452,0.078,1.0000,40569
13420,3517972480,87605.6,1786195352.6,2.8417,0.078,1.0000,40581
13440,3523215360,87734.6,1786195481.6,2.8521,0.079,1.0000,40628
13460,3528458240,87863.7,1786195610.7,2.8952,0.079,1.0000,40620
13480,3533701120,87992.8,1786195739.8,2.8237,0.079,1.0000,40621
13500,3538944000,88121.8,1786195868.8,2.8372,0.079,1.0000,40637
13520,3544186880,88268.3,1786196015.3,2.8295,0.081,1.0000,35786
13540,3549429760,88397.4,1786196144.4,2.8307,0.080,1.0000,40606
13560,3554672640,88526.4,1786196273.4,2.8613,0.077,1.0000,40654
13580,3559915520,88655.3,1786196402.3,2.8859,0.079,1.0000,40658
13600,3565158400,88784.3,1786196531.3,2.8941,0.080,1.0000,40643
13620,3570401280,88913.7,1786196660.7,2.7950,0.078,1.0000,40517
13640,3575644160,89042.7,1786196789.6,2.8580,0.078,1.0000,40668
13660,3580887040,89171.6,1786196918.6,2.9043,0.078,1.0000,40645
13680,3586129920,89300.7,1786197047.6,2.7972,0.078,1.0000,40638
13700,3591372800,89429.5,1786197176.5,2.8896,0.079,1.0000,40695
13720,3596615680,89558.5,1786197305.5,2.9442,0.080,1.0000,40643
13740,3601858560,89687.2,1786197434.2,2.8351,0.078,1.0000,40723
13760,3607101440,89834.5,1786197581.5,2.8798,0.077,1.0000,35607
13780,3612344320,89963.4,1786197710.3,2.8199,0.077,1.0000,40681
13800,3617587200,90092.2,1786197839.2,2.8477,0.076,1.0000,40687
13820,3622830080,90221.1,1786197968.1,2.9257,0.078,1.0000,40671
13840,3628072960,90350.0,1786198097.0,2.9013,0.079,1.0000,40677
13860,3633315840,90479.2,1786198226.2,2.9119,0.078,1.0000,40592
13880,3638558720,90608.2,1786198355.1,2.8540,0.077,1.0000,40648
13900,3643801600,90737.5,1786198484.5,2.8598,0.075,1.0000,40527
13920,3649044480,90866.9,1786198613.9,2.8426,0.075,1.0000,40514
13940,3654287360,90996.2,1786198743.2,2.8538,0.076,1.0000,40563
13960,3659530240,91125.3,1786198872.3,2.8438,0.076,1.0000,40599
13980,3664773120,91254.4,1786199001.4,2.8517,0.078,1.0000,40612
14000,3670016000,91383.5,1786199130.5,2.8350,0.076,1.0000,40618
14020,3675258880,91529.7,1786199276.7,2.8209,0.077,1.0000,35860
14040,3680501760,91658.6,1786199405.6,2.8408,0.078,1.0000,40664
14060,3685744640,91787.6,1786199534.6,2.8936,0.078,1.0000,40659
14080,3690987520,91916.5,1786199663.5,2.9143,0.078,1.0000,40671
14100,3696230400,92045.5,1786199792.4,2.8353,0.077,1.0000,40653
14120,3701473280,92174.6,1786199921.6,2.9170,0.080,1.0000,40582
14140,3706716160,92303.6,1786200050.6,2.8257,0.076,1.0000,40661
14160,3711959040,92432.6,1786200179.6,2.9332,0.077,1.0000,40644
14180,3717201920,92561.5,1786200308.5,2.8532,0.079,1.0000,40660
14200,3722444800,92690.5,1786200437.5,2.8551,0.077,1.0000,40649
14220,3727687680,92819.5,1786200566.5,2.7752,0.076,1.0000,40631
14240,3732930560,92948.5,1786200695.5,2.8667,0.076,1.0000,40644
14260,3738173440,93094.1,1786200841.1,2.8611,0.077,1.0000,36007
14280,3743416320,93223.1,1786200970.1,2.8533,0.075,1.0000,40651
14300,3748659200,93352.1,1786201099.0,2.7900,0.076,1.0000,40663
14320,3753902080,93481.0,1786201228.0,2.8039,0.075,1.0000,40656
14340,3759144960,93610.0,1786201356.9,2.8506,0.075,1.0000,40659
14360,3764387840,93739.1,1786201486.1,2.8120,0.076,1.0000,40584
14380,3769630720,93868.1,1786201615.1,2.8495,0.077,1.0000,40659
14400,3774873600,93997.0,1786201744.0,2.8782,0.078,1.0000,40662
14420,3780116480,94125.9,1786201872.9,2.8243,0.077,1.0000,40674
14440,3785359360,94255.0,1786202001.9,2.8628,0.077,1.0000,40636
14460,3790602240,94384.2,1786202131.1,2.8313,0.075,1.0000,40578
14480,3795845120,94513.4,1786202260.4,2.9375,0.079,1.0000,40560
14500,3801088000,94642.6,1786202389.5,2.8330,0.078,1.0000,40598
14520,3806330880,94788.0,1786202535.0,2.8752,0.077,1.0000,36051
14540,3811573760,94916.9,1786202663.9,2.7758,0.075,1.0000,40675
14560,3816816640,95046.0,1786202793.0,2.8614,0.076,1.0000,40616
14580,3822059520,95175.1,1786202922.1,2.7918,0.076,1.0000,40598
14600,3827302400,95304.7,1786203051.6,2.8583,0.076,1.0000,40473
14620,3832545280,95433.7,1786203180.7,2.8201,0.077,1.0000,40632
14640,3837788160,95562.7,1786203309.6,2.8760,0.076,1.0000,40654
14660,3843031040,95691.6,1786203438.6,2.8669,0.078,1.0000,40648
14680,3848273920,95820.7,1786203567.6,2.8607,0.075,1.0000,40634
14700,3853516800,95949.9,1786203696.9,2.8468,0.077,1.0000,40561
14720,3858759680,96079.3,1786203826.3,2.8317,0.077,1.0000,40528
14740,3864002560,96208.6,1786203955.6,2.8756,0.075,1.0000,40539
14760,3869245440,96350.5,1786204097.5,2.8512,0.075,1.0000,36938
14780,3874488320,96479.8,1786204226.7,2.7823,0.077,1.0000,40578
14800,3879731200,96609.0,1786204355.9,2.8461,0.077,1.0000,40578
14820,3884974080,96737.9,1786204484.9,2.8316,0.075,1.0000,40653
14840,3890216960,96866.9,1786204613.8,2.8887,0.077,1.0000,40661
14860,3895459840,96996.0,1786204743.0,2.8163,0.074,1.0000,40604
14880,3900702720,97125.0,1786204872.0,2.7915,0.076,1.0000,40641
14900,3905945600,97254.0,1786205001.0,2.8436,0.075,1.0000,40627
14920,3911188480,97383.0,1786205129.9,2.8844,0.076,1.0000,40672
14940,3916431360,97511.8,1786205258.8,2.8168,0.077,1.0000,40691
14960,3921674240,97640.7,1786205387.7,2.7953,0.075,1.0000,40682
14980,3926917120,97769.6,1786205516.6,2.8140,0.077,1.0000,40666
15000,3932160000,97898.5,1786205645.5,2.8200,0.078,1.0000,40679
15020,3937402880,98045.2,1786205792.2,2.8904,0.076,1.0000,35723
15040,3942645760,98174.1,1786205921.0,2.8851,0.076,1.0000,40702
15060,3947888640,98302.7,1786206049.7,2.8168,0.074,1.0000,40743
15080,3953131520,98431.4,1786206178.4,2.8118,0.076,1.0000,40745
