step,tokens,elapsed_s,unix_ts,loss,grad_norm,lr_mult,tok_s
7660,2008023040,18298.4,1786003631.6,3.1230,0.101,1.0000,111121
7680,2013265920,18345.6,1786003678.8,3.1151,0.109,1.0000,111082
7700,2018508800,18392.8,1786003726.0,3.2058,0.106,1.0000,111118
7720,2023751680,18439.9,1786003773.1,3.1623,0.098,1.0000,111262
7740,2028994560,18487.2,1786003820.3,3.1744,0.110,1.0000,110953
7760,2034237440,18540.7,1786003873.9,3.1318,0.099,1.0000,97929
7780,2039480320,18587.9,1786003921.1,3.1418,0.101,1.0000,111091
7800,2044723200,18635.1,1786003968.3,3.2234,0.102,1.0000,111029
7820,2049966080,18682.3,1786004015.5,3.2287,0.109,1.0000,111061
7840,2055208960,18729.6,1786004062.7,3.2185,0.106,1.0000,111020
7860,2060451840,18776.8,1786004109.9,3.1733,0.103,1.0000,111048
7880,2065694720,18824.0,1786004157.2,3.1374,0.102,1.0000,110988
7900,2070937600,18871.2,1786004204.4,3.1876,0.110,1.0000,111021
7920,2076180480,18918.5,1786004251.6,3.1503,0.105,1.0000,111026
7940,2081423360,18965.6,1786004298.8,3.1667,0.102,1.0000,111177
7960,2086666240,19012.9,1786004346.0,3.2107,0.102,1.0000,110943
7980,2091909120,19060.2,1786004393.4,3.1276,0.104,1.0000,110709
8000,2097152000,19107.4,1786004440.5,3.1075,0.098,1.0000,111187
8020,2102394880,19160.4,1786004493.6,3.1428,0.104,1.0000,98808
8040,2107637760,19207.6,1786004540.7,3.1536,0.104,1.0000,111288
8060,2112880640,19254.7,1786004587.9,3.2549,0.101,1.0000,111183
8080,2118123520,19301.9,1786004635.0,3.1197,0.106,1.0000,111180
8100,2123366400,19349.0,1786004682.2,3.1776,0.106,1.0000,111196
8120,2128609280,19396.1,1786004729.3,3.0506,0.098,1.0000,111374
8140,2133852160,19443.2,1786004776.4,3.1907,0.100,1.0000,111284
8160,2139095040,19490.3,1786004823.5,3.1374,0.101,1.0000,111265
8180,2144337920,19537.4,1786004870.6,3.1330,0.099,1.0000,111303
8200,2149580800,19584.5,1786004917.7,3.1629,0.103,1.0000,111271
8220,2154823680,19631.7,1786004964.9,3.1478,0.099,1.0000,111206
8240,2160066560,19678.8,1786005012.0,3.1641,0.105,1.0000,111260
8260,2165309440,19732.2,1786005065.4,3.1263,0.103,1.0000,98169
8280,2170552320,19779.2,1786005112.4,3.2054,0.100,1.0000,111496
8300,2175795200,19826.4,1786005159.6,3.1023,0.098,1.0000,111214
8320,2181038080,19873.6,1786005206.7,3.1634,0.106,1.0000,111135
8340,2186280960,19920.7,1786005253.9,3.0989,0.103,1.0000,111163
8360,2191523840,19967.8,1786005301.0,3.1526,0.100,1.0000,111263
8380,2196766720,20014.9,1786005348.1,3.1302,0.102,1.0000,111462
8400,2202009600,20062.2,1786005395.3,3.1473,0.101,1.0000,110916
8420,2207252480,20109.3,1786005442.5,3.1433,0.106,1.0000,111221
8440,2212495360,20156.4,1786005489.5,3.1410,0.104,1.0000,111409
8460,2217738240,20203.4,1786005536.6,3.0763,0.099,1.0000,111393
8480,2222981120,20250.5,1786005583.6,3.1239,0.101,1.0000,111401
8500,2228224000,20297.6,1786005630.8,3.1699,0.106,1.0000,111249
8520,2233466880,20351.0,1786005684.2,3.1515,0.102,1.0000,98175
8540,2238709760,20398.1,1786005731.3,3.1304,0.099,1.0000,111314
8560,2243952640,20445.2,1786005778.4,3.1168,0.107,1.0000,111296
8580,2249195520,20492.3,1786005825.5,3.1961,0.098,1.0000,111299
8600,2254438400,20539.4,1786005872.6,3.1195,0.096,1.0000,111317
8620,2259681280,20586.5,1786005919.7,3.1424,0.101,1.0000,111329
8640,2264924160,20633.6,1786005966.7,3.1481,0.108,1.0000,111450
8660,2270167040,20680.6,1786006013.8,3.1381,0.100,1.0000,111410
8680,2275409920,20727.7,1786006060.9,3.1272,0.094,1.0000,111268
8700,2280652800,20774.9,1786006108.1,3.1071,0.104,1.0000,111186
8720,2285895680,20822.0,1786006155.2,3.1668,0.103,1.0000,111195
8740,2291138560,20869.2,1786006202.4,3.1849,0.095,1.0000,111221
8760,2296381440,20923.0,1786006256.2,3.1629,0.102,1.0000,97397
8780,2301624320,20970.1,1786006303.3,3.1411,0.101,1.0000,111365
8800,2306867200,21017.1,1786006350.3,3.0825,0.104,1.0000,111421
8820,2312110080,21064.5,1786006397.6,3.1524,0.102,1.0000,110782
8840,2317352960,21111.5,1786006444.7,3.1101,0.099,1.0000,111418
8860,2322595840,21158.6,1786006491.8,3.1564,0.103,1.0000,111368
8880,2327838720,21205.8,1786006538.9,3.1969,0.102,1.0000,111197
8900,2333081600,21252.8,1786006586.0,3.1430,0.099,1.0000,111362
8920,2338324480,21300.0,1786006633.1,3.0802,0.103,1.0000,111212
8940,2343567360,21347.1,1786006680.3,3.1843,0.102,1.0000,111268
8960,2348810240,21394.2,1786006727.4,3.1032,0.100,1.0000,111271
8980,2354053120,21441.4,1786006774.5,3.1582,0.101,1.0000,111175
9000,2359296000,21488.5,1786006821.7,3.1037,0.103,1.0000,111136
9020,2364538880,21542.0,1786006875.2,3.1138,0.103,1.0000,98102
9040,2369781760,21589.1,1786006922.3,3.0975,0.098,1.0000,111309
9060,2375024640,21636.2,1786006969.4,3.1554,0.101,1.0000,111223
9080,2380267520,21683.4,1786007016.5,3.1346,0.100,1.0000,111227
9100,2385510400,21730.5,1786007063.7,3.1420,0.097,1.0000,111239
9120,2390753280,21777.7,1786007110.8,3.1775,0.102,1.0000,111159
9140,2395996160,21824.8,1786007158.0,3.0729,0.097,1.0000,111171
9160,2401239040,21872.0,1786007205.1,3.1742,0.099,1.0000,111215
9180,2406481920,21919.1,1786007252.2,3.0607,0.096,1.0000,111292
9200,2411724800,21966.2,1786007299.3,3.1357,0.099,1.0000,111344
9220,2416967680,22013.3,1786007346.4,3.1136,0.098,1.0000,111308
9240,2422210560,22060.5,1786007393.7,3.1107,0.098,1.0000,110896
9260,2427453440,22113.7,1786007446.8,3.1293,0.095,1.0000,98669
9280,2432696320,22160.8,1786007494.0,3.1537,0.100,1.0000,111271
9300,2437939200,22207.9,1786007541.1,3.0742,0.100,1.0000,111346
9320,2443182080,22255.0,1786007588.1,3.0976,0.094,1.0000,111393
9340,2448424960,22302.1,1786007635.3,3.0811,0.100,1.0000,111234
9360,2453667840,22349.3,1786007682.4,3.1090,0.107,1.0000,111104
9380,2458910720,22396.4,1786007729.6,3.1023,0.103,1.0000,111206
9400,2464153600,22443.5,1786007776.7,3.2136,0.101,1.0000,111319
9420,2469396480,22490.7,1786007823.9,3.1058,0.096,1.0000,111156
9440,2474639360,22537.8,1786007871.0,3.1323,0.102,1.0000,111296
9460,2479882240,22584.9,1786007918.1,3.0465,0.093,1.0000,111204
9480,2485125120,22632.1,1786007965.3,3.1886,0.099,1.0000,111182
9500,2490368000,22679.2,1786008012.4,3.2109,0.099,1.0000,111210
9520,2495610880,22732.5,1786008065.7,3.1116,0.094,1.0000,98440
9540,2500853760,22779.6,1786008112.7,3.0863,0.106,1.0000,111379
9560,2506096640,22826.7,1786008159.9,3.0745,0.097,1.0000,111249
9580,2511339520,22873.8,1786008207.0,3.1648,0.096,1.0000,111212
9600,2516582400,22921.0,1786008254.2,3.1010,0.098,1.0000,111152
9620,2521825280,22968.2,1786008301.3,3.1758,0.097,1.0000,111216
9640,2527068160,23015.3,1786008348.4,3.1681,0.106,1.0000,111276
9660,2532311040,23062.6,1786008395.8,3.1283,0.100,1.0000,110757
9680,2537553920,23109.7,1786008442.9,3.1375,0.097,1.0000,111274
9700,2542796800,23156.8,1786008490.0,3.0547,0.101,1.0000,111265
9720,2548039680,23203.9,1786008537.1,3.0893,0.098,1.0000,111338
9740,2553282560,23251.0,1786008584.2,3.1208,0.096,1.0000,111338
9760,2558525440,23304.8,1786008638.0,3.1024,0.098,1.0000,97413
9780,2563768320,23351.9,1786008685.1,3.1733,0.101,1.0000,111338
9800,2569011200,23399.1,1786008732.2,3.1153,0.101,1.0000,111243
9820,2574254080,23446.2,1786008779.4,3.2010,0.098,1.0000,111151
9840,2579496960,23493.4,1786008826.6,3.1042,0.102,1.0000,111130
9860,2584739840,23540.6,1786008873.8,3.1400,0.100,1.0000,111131
9880,2589982720,23587.7,1786008920.9,3.0510,0.093,1.0000,111213
9900,2595225600,23634.9,1786008968.1,3.0809,0.095,1.0000,111191
9920,2600468480,23682.0,1786009015.2,3.1531,0.096,1.0000,111162
9940,2605711360,23729.2,1786009062.4,3.0510,0.091,1.0000,111157
9960,2610954240,23776.4,1786009109.5,3.1052,0.098,1.0000,111182
9980,2616197120,23823.5,1786009156.7,3.1081,0.099,1.0000,111196
10000,2621440000,23870.7,1786009203.9,3.1741,0.101,1.0000,111131
10020,2626682880,23924.1,1786009257.3,3.0805,0.097,1.0000,98089
10040,2631925760,23971.2,1786009304.4,3.1249,0.095,1.0000,111385
10060,2637168640,24018.3,1786009351.5,3.1002,0.098,1.0000,111248
10080,2642411520,24065.7,1786009398.9,3.1153,0.096,1.0000,110644
10100,2647654400,24113.0,1786009446.1,3.1822,0.099,1.0000,110967
10120,2652897280,24160.3,1786009493.5,3.1764,0.099,1.0000,110777
10140,2658140160,24207.6,1786009540.8,3.1371,0.096,1.0000,110858
10160,2663383040,24254.9,1786009588.0,3.1121,0.101,1.0000,110938
10180,2668625920,24302.0,1786009635.1,3.1311,0.094,1.0000,111297
10200,2673868800,24349.2,1786009682.4,3.1084,0.095,1.0000,110984
10220,2679111680,24396.4,1786009729.6,3.1615,0.100,1.0000,111039
10240,2684354560,24443.6,1786009776.8,3.1673,0.096,1.0000,111167
10260,2689597440,24497.2,1786009830.4,3.0816,0.095,1.0000,97748
10280,2694840320,24544.3,1786009877.5,3.1277,0.103,1.0000,111246
10300,2700083200,24591.5,1786009924.7,3.1318,0.094,1.0000,111170
10320,2705326080,24638.7,1786009971.9,3.1273,0.101,1.0000,111041
10340,2710568960,24685.9,1786010019.1,3.0584,0.095,1.0000,111151
10360,2715811840,24733.0,1786010066.2,3.1393,0.098,1.0000,111187
10380,2721054720,24780.2,1786010113.4,3.1327,0.094,1.0000,111211
10400,2726297600,24827.4,1786010160.6,3.1013,0.097,1.0000,111058
10420,2731540480,24874.6,1786010207.8,3.0226,0.092,1.0000,111094
10440,2736783360,24921.8,1786010254.9,3.0830,0.094,1.0000,111143
10460,2742026240,24968.9,1786010302.0,3.0869,0.090,1.0000,111279
10480,2747269120,25016.1,1786010349.3,3.1231,0.095,1.0000,111037
10500,2752512000,25063.5,1786010396.7,3.1519,0.094,1.0000,110558
10520,2757754880,25116.7,1786010449.9,3.0444,0.092,1.0000,98574
10540,2762997760,25163.9,1786010497.1,3.1343,0.097,1.0000,110997
10560,2768240640,25211.3,1786010544.4,3.1349,0.098,1.0000,110762
10580,2773483520,25258.6,1786010591.8,3.0849,0.092,1.0000,110746
10600,2778726400,25305.8,1786010639.0,3.0797,0.094,1.0000,111027
10620,2783969280,25353.0,1786010686.1,3.1282,0.096,1.0000,111218
10640,2789212160,25400.2,1786010733.4,3.2027,0.101,1.0000,111003
10660,2794455040,25447.4,1786010780.6,3.1774,0.094,1.0000,111052
10680,2799697920,25494.6,1786010827.8,3.0786,0.092,1.0000,111083
10700,2804940800,25541.8,1786010875.0,3.0652,0.098,1.0000,111103
10720,2810183680,25588.9,1786010922.1,3.1202,0.092,1.0000,111270
10740,2815426560,25636.0,1786010969.2,3.1174,0.096,1.0000,111285
10760,2820669440,25689.3,1786011022.5,3.0386,0.092,1.0000,98439
10780,2825912320,25736.4,1786011069.6,3.1412,0.097,1.0000,111319
10800,2831155200,25783.5,1786011116.7,3.1419,0.093,1.0000,111212
10820,2836398080,25830.6,1786011163.8,3.0449,0.092,1.0000,111328
10840,2841640960,25877.8,1786011211.0,3.0722,0.095,1.0000,111197
10860,2846883840,25924.9,1786011258.1,3.0765,0.091,1.0000,111215
10880,2852126720,25972.1,1786011305.3,3.0847,0.093,1.0000,111171
10900,2857369600,26019.2,1786011352.4,3.0494,0.097,1.0000,111176
10920,2862612480,26066.6,1786011399.8,3.1053,0.093,1.0000,110736
10940,2867855360,26113.7,1786011446.9,3.0473,0.093,1.0000,111309
10960,2873098240,26160.8,1786011494.0,3.0785,0.093,1.0000,111308
10980,2878341120,26207.9,1786011541.1,3.0874,0.091,1.0000,111203
11000,2883584000,26255.1,1786011588.2,3.0556,0.096,1.0000,111263
11020,2888826880,26308.2,1786011641.4,3.1053,0.090,1.0000,98596
11040,2894069760,26355.3,1786011688.4,3.0536,0.094,1.0000,111483
11060,2899312640,26402.4,1786011735.5,3.0748,0.102,1.0000,111351
11080,2904555520,26449.4,1786011782.6,3.0726,0.091,1.0000,111342
11100,2909798400,26496.6,1786011829.7,3.0392,0.093,1.0000,111284
11120,2915041280,26543.8,1786011877.0,3.0971,0.093,1.0000,110860
11140,2920284160,26591.1,1786011924.3,3.0966,0.094,1.0000,110931
11160,2925527040,26638.3,1786011971.5,3.1453,0.095,1.0000,111009
11180,2930769920,26685.5,1786012018.7,3.1324,0.098,1.0000,111177
11200,2936012800,26732.6,1786012065.8,3.0947,0.091,1.0000,111346
11220,2941255680,26779.7,1786012112.8,3.1634,0.095,1.0000,111372
11240,2946498560,26826.7,1786012159.9,3.0706,0.094,1.0000,111374
11260,2951741440,26879.8,1786012212.9,3.1104,0.089,1.0000,98844
11280,2956984320,26926.8,1786012260.0,3.0489,0.090,1.0000,111410
11300,2962227200,26973.9,1786012307.0,3.0302,0.098,1.0000,111464
11320,2967470080,27020.9,1786012354.1,3.0949,0.090,1.0000,111469
11340,2972712960,27068.1,1786012401.3,3.1151,0.089,1.0000,111035
11360,2977955840,27115.2,1786012448.4,3.0565,0.100,1.0000,111358
11380,2983198720,27162.2,1786012495.4,3.0804,0.092,1.0000,111462
11400,2988441600,27209.3,1786012542.4,3.1268,0.091,1.0000,111509
11420,2993684480,27256.3,1786012589.5,3.0604,0.099,1.0000,111459
11440,2998927360,27303.3,1786012636.5,3.0773,0.095,1.0000,111441
11460,3004170240,27350.4,1786012683.6,3.0799,0.094,1.0000,111403
11480,3009413120,27397.5,1786012730.6,3.1000,0.092,1.0000,111416
11500,3014656000,27444.5,1786012777.6,3.1183,0.090,1.0000,111522
11520,3019898880,27497.6,1786012830.7,3.0904,0.091,1.0000,98763
11540,3025141760,27544.6,1786012877.8,3.1168,0.092,1.0000,111399
11560,3030384640,27591.6,1786012924.8,3.1334,0.090,1.0000,111507
11580,3035627520,27638.7,1786012971.9,3.0720,0.093,1.0000,111453
11600,3040870400,27685.7,1786013018.9,3.0564,0.097,1.0000,111489
11620,3046113280,27732.8,1786013065.9,3.0814,0.090,1.0000,111448
11640,3051356160,27779.8,1786013113.0,3.1222,0.089,1.0000,111422
11660,3056599040,27826.8,1786013160.0,3.0372,0.092,1.0000,111607
11680,3061841920,27873.8,1786013207.0,3.1256,0.095,1.0000,111448
11700,3067084800,27920.9,1786013254.0,3.1156,0.090,1.0000,111442
11720,3072327680,27967.9,1786013301.1,3.0539,0.091,1.0000,111454
11740,3077570560,28014.9,1786013348.1,3.0480,0.093,1.0000,111482
11760,3082813440,28068.4,1786013401.5,3.1286,0.094,1.0000,98158
11780,3088056320,28115.4,1786013448.6,3.0471,0.089,1.0000,111390
11800,3093299200,28162.5,1786013495.7,3.0701,0.089,1.0000,111295
11820,3098542080,28209.7,1786013542.8,3.0646,0.094,1.0000,111245
11840,3103784960,28256.8,1786013590.0,3.0684,0.088,1.0000,111193
11860,3109027840,28303.9,1786013637.1,3.0873,0.089,1.0000,111329
11880,3114270720,28351.0,1786013684.2,3.0218,0.095,1.0000,111338
11900,3119513600,28398.1,1786013731.3,3.0512,0.092,1.0000,111344
11920,3124756480,28445.1,1786013778.3,3.0849,0.092,1.0000,111428
11940,3129999360,28492.3,1786013825.4,3.0965,0.092,1.0000,111230
11960,3135242240,28539.4,1786013872.6,3.0562,0.092,1.0000,111154
11980,3140485120,28586.6,1786013919.8,3.0811,0.090,1.0000,111204
12000,3145728000,28633.7,1786013966.8,3.1079,0.090,1.0000,111387
12020,3150970880,28687.0,1786014020.1,3.1749,0.094,1.0000,98345
12040,3156213760,28734.1,1786014067.3,3.1459,0.093,1.0000,111249
12060,3161456640,28781.4,1786014114.5,3.0818,0.089,1.0000,110881
12080,3166699520,28828.6,1786014161.8,3.1016,0.091,1.0000,110942
12100,3171942400,28875.8,1786014209.0,3.0557,0.089,1.0000,111147
12120,3177185280,28922.9,1786014256.1,3.0830,0.094,1.0000,111240
12140,3182428160,28970.0,1786014303.2,3.1328,0.092,1.0000,111311
12160,3187671040,29017.3,1786014350.4,3.1183,0.093,1.0000,110975
12180,3192913920,29064.7,1786014397.9,3.0266,0.089,1.0000,110558
12200,3198156800,29111.8,1786014445.0,3.0487,0.091,1.0000,111292
12220,3203399680,29158.9,1786014492.1,3.0911,0.094,1.0000,111285
12240,3208642560,29206.1,1786014539.3,3.1259,0.095,1.0000,111043
12260,3213885440,29259.5,1786014592.7,3.0696,0.089,1.0000,98249
12280,3219128320,29306.7,1786014639.9,3.1501,0.092,1.0000,111087
12300,3224371200,29353.9,1786014687.1,3.1015,0.089,1.0000,110973
12320,3229614080,29401.3,1786014734.4,3.0804,0.091,1.0000,110812
12340,3234856960,29448.5,1786014781.6,3.0871,0.087,1.0000,111080
12360,3240099840,29495.7,1786014828.9,3.0746,0.092,1.0000,111017
12380,3245342720,29542.9,1786014876.1,3.1364,0.089,1.0000,111073
12400,3250585600,29590.1,1786014923.3,3.0502,0.090,1.0000,110990
12420,3255828480,29637.3,1786014970.5,3.0400,0.096,1.0000,111082
12440,3261071360,29684.4,1786015017.6,3.0669,0.095,1.0000,111283
12460,3266314240,29731.6,1786015064.8,3.1004,0.089,1.0000,111133
12480,3271557120,29778.8,1786015112.0,3.1219,0.093,1.0000,111131
12500,3276800000,29826.0,1786015159.1,3.1297,0.087,1.0000,111133
12520,3282042880,29879.3,1786015212.5,3.0554,0.089,1.0000,98221
12540,3287285760,29926.4,1786015259.6,3.1018,0.089,1.0000,111370
12560,3292528640,29973.6,1786015306.7,3.1091,0.090,1.0000,111205
12580,3297771520,30020.7,1786015353.9,3.0834,0.091,1.0000,111227
12600,3303014400,30068.0,1786015401.2,3.0987,0.090,1.0000,110766
12620,3308257280,30115.2,1786015448.4,3.0907,0.089,1.0000,111148
12640,3313500160,30162.3,1786015495.5,3.0497,0.099,1.0000,111226
12660,3318743040,30209.4,1786015542.6,3.0440,0.091,1.0000,111322
12680,3323985920,30256.5,1786015589.7,3.0732,0.091,1.0000,111383
12700,3329228800,30303.7,1786015636.8,3.1043,0.090,1.0000,111214
12720,3334471680,30350.8,1786015683.9,3.1039,0.096,1.0000,111251
12740,3339714560,30397.9,1786015731.1,3.0941,0.090,1.0000,111228
12760,3344957440,30450.6,1786015783.7,3.1241,0.093,1.0000,99588
12780,3350200320,30497.7,1786015830.9,3.0236,0.087,1.0000,111215
12800,3355443200,30544.8,1786015878.0,3.0614,0.088,1.0000,111224
12820,3360686080,30591.9,1786015925.1,3.0779,0.088,1.0000,111352
12840,3365928960,30639.0,1786015972.2,3.0408,0.091,1.0000,111366
12860,3371171840,30686.2,1786016019.4,3.0751,0.093,1.0000,111104
12880,3376414720,30733.3,1786016066.5,3.0460,0.090,1.0000,111177
12900,3381657600,30780.5,1786016113.7,3.0570,0.090,1.0000,111113
12920,3386900480,30827.6,1786016160.8,3.1339,0.096,1.0000,111323
12940,3392143360,30874.7,1786016207.9,3.0798,0.087,1.0000,111279
12960,3397386240,30921.9,1786016255.0,3.1431,0.090,1.0000,111263
12980,3402629120,30968.9,1786016302.1,3.0919,0.090,1.0000,111397
13000,3407872000,31016.1,1786016349.3,3.1302,0.092,1.0000,111191
13020,3413114880,31069.4,1786016402.6,3.1009,0.088,1.0000,98331
13040,3418357760,31116.6,1786016449.7,3.0327,0.089,1.0000,111197
13060,3423600640,31163.7,1786016496.9,3.0268,0.093,1.0000,111179
13080,3428843520,31210.9,1786016544.0,3.0398,0.091,1.0000,111143
13100,3434086400,31258.1,1786016591.2,3.0026,0.087,1.0000,111091
13120,3439329280,31305.2,1786016638.4,3.1196,0.090,1.0000,111253
13140,3444572160,31352.3,1786016685.5,3.1498,0.089,1.0000,111326
13160,3449815040,31399.4,1786016732.5,3.0940,0.090,1.0000,111375
13180,3455057920,31446.5,1786016779.6,3.0935,0.086,1.0000,111307
13200,3460300800,31493.5,1786016826.7,3.1264,0.095,1.0000,111375
13220,3465543680,31540.6,1786016873.8,3.0255,0.093,1.0000,111433
13240,3470786560,31587.7,1786016920.9,3.0137,0.089,1.0000,111333
13260,3476029440,31640.9,1786016974.1,3.1098,0.091,1.0000,98456
13280,3481272320,31688.1,1786017021.3,3.0702,0.093,1.0000,111169
13300,3486515200,31735.4,1786017068.5,3.0516,0.092,1.0000,110897
13320,3491758080,31782.5,1786017115.7,3.1103,0.092,1.0000,111142
13340,3497000960,31829.7,1786017162.9,3.1155,0.089,1.0000,111223
13360,3502243840,31876.8,1786017210.0,3.0899,0.088,1.0000,111218
13380,3507486720,31924.0,1786017257.1,3.0667,0.089,1.0000,111259
13400,3512729600,31971.1,1786017304.3,3.0892,0.089,1.0000,111124
13420,3517972480,32018.3,1786017351.5,3.1070,0.088,1.0000,111082
13440,3523215360,32065.7,1786017398.9,3.1240,0.090,1.0000,110600
13460,3528458240,32112.9,1786017446.1,3.1143,0.087,1.0000,111179
13480,3533701120,32160.1,1786017493.2,3.0696,0.088,1.0000,111103
13500,3538944000,32207.2,1786017540.4,3.1184,0.090,1.0000,111244
13520,3544186880,32260.7,1786017593.9,3.1332,0.088,1.0000,98000
13540,3549429760,32307.9,1786017641.1,3.0027,0.094,1.0000,111113
13560,3554672640,32355.1,1786017688.2,3.1211,0.091,1.0000,111164
13580,3559915520,32402.2,1786017735.3,3.0545,0.088,1.0000,111287
13600,3565158400,32449.3,1786017782.5,3.0150,0.090,1.0000,111187
13620,3570401280,32496.5,1786017829.7,3.0488,0.087,1.0000,111117
13640,3575644160,32543.7,1786017876.9,3.0672,0.085,1.0000,111108
13660,3580887040,32590.9,1786017924.1,3.0358,0.085,1.0000,111101
13680,3586129920,32638.1,1786017971.3,3.0957,0.088,1.0000,111071
13700,3591372800,32685.3,1786018018.4,3.0627,0.089,1.0000,111152
13720,3596615680,32732.5,1786018065.6,3.1607,0.091,1.0000,111071
13740,3601858560,32779.7,1786018112.8,3.1040,0.087,1.0000,111058
13760,3607101440,32832.8,1786018166.0,3.0322,0.087,1.0000,98607
13780,3612344320,32880.0,1786018213.2,3.1194,0.091,1.0000,111115
13800,3617587200,32927.2,1786018260.4,3.0845,0.087,1.0000,111087
13820,3622830080,32974.4,1786018307.6,3.0685,0.088,1.0000,111016
13840,3628072960,33021.6,1786018354.8,3.1119,0.092,1.0000,111069
13860,3633315840,33069.1,1786018402.3,3.1139,0.094,1.0000,110520
13880,3638558720,33116.3,1786018449.5,3.0604,0.086,1.0000,111031
13900,3643801600,33163.5,1786018496.7,3.0843,0.089,1.0000,111010
13920,3649044480,33210.8,1786018543.9,3.0188,0.087,1.0000,110989
13940,3654287360,33258.0,1786018591.2,3.0353,0.087,1.0000,110981
13960,3659530240,33305.3,1786018638.4,3.1262,0.087,1.0000,110981
13980,3664773120,33352.5,1786018685.6,3.0511,0.091,1.0000,111079
14000,3670016000,33399.6,1786018732.8,3.0231,0.088,1.0000,111150
14020,3675258880,33453.1,1786018786.2,3.0057,0.086,1.0000,98110
14040,3680501760,33500.2,1786018833.4,3.0805,0.089,1.0000,111147
14060,3685744640,33547.4,1786018880.6,3.0512,0.087,1.0000,111162
14080,3690987520,33594.5,1786018927.7,3.0831,0.089,1.0000,111209
14100,3696230400,33641.7,1786018974.9,3.0805,0.088,1.0000,111126
14120,3701473280,33688.9,1786019022.0,3.0502,0.085,1.0000,111213
14140,3706716160,33736.0,1786019069.2,3.0312,0.085,1.0000,111190
14160,3711959040,33783.2,1786019116.3,3.0402,0.086,1.0000,111215
14180,3717201920,33830.3,1786019163.5,3.0148,0.088,1.0000,111176
14200,3722444800,33877.5,1786019210.6,3.1667,0.086,1.0000,111172
14220,3727687680,33924.7,1786019257.8,3.0481,0.088,1.0000,111122
14240,3732930560,33971.8,1786019305.0,3.0277,0.088,1.0000,111201
14260,3738173440,34024.4,1786019357.6,3.0722,0.086,1.0000,99659
14280,3743416320,34071.8,1786019404.9,3.0810,0.089,1.0000,110692
14300,3748659200,34118.9,1786019452.1,3.0839,0.094,1.0000,111265
14320,3753902080,34166.0,1786019499.2,3.0337,0.091,1.0000,111251
14340,3759144960,34213.1,1786019546.3,3.0668,0.084,1.0000,111400
14360,3764387840,34260.2,1786019593.3,3.0603,0.089,1.0000,111338
14380,3769630720,34307.2,1786019640.4,3.0654,0.086,1.0000,111388
14400,3774873600,34354.3,1786019687.5,3.0184,0.090,1.0000,111359
14420,3780116480,34401.5,1786019734.7,3.1023,0.088,1.0000,111152
14440,3785359360,34448.7,1786019781.9,3.0564,0.088,1.0000,111049
14460,3790602240,34495.9,1786019829.1,3.0471,0.085,1.0000,111068
14480,3795845120,34543.1,1786019876.3,3.1548,0.088,1.0000,111076
14500,3801088000,34590.2,1786019923.4,3.1101,0.085,1.0000,111381
14520,3806330880,34643.7,1786019976.9,3.1035,0.085,1.0000,97950
14540,3811573760,34690.9,1786020024.1,3.0722,0.092,1.0000,111029
14560,3816816640,34738.0,1786020071.2,3.0563,0.088,1.0000,111394
14580,3822059520,34785.1,1786020118.3,3.0823,0.086,1.0000,111225
14600,3827302400,34832.3,1786020165.5,3.0263,0.089,1.0000,111178
14620,3832545280,34879.5,1786020212.6,3.0227,0.085,1.0000,111175
14640,3837788160,34926.8,1786020260.0,3.1338,0.090,1.0000,110741
14660,3843031040,34974.3,1786020307.4,3.0731,0.088,1.0000,110422
14680,3848273920,35021.7,1786020354.9,3.0356,0.090,1.0000,110502
14700,3853516800,35069.5,1786020402.7,3.0706,0.092,1.0000,109767
14720,3858759680,35117.0,1786020450.1,3.0630,0.085,1.0000,110397
14740,3864002560,35164.4,1786020497.6,3.0292,0.085,1.0000,110537
14760,3869245440,35216.9,1786020550.0,3.0288,0.086,1.0000,99934
14780,3874488320,35264.3,1786020597.5,3.0397,0.086,1.0000,110563
14800,3879731200,35311.7,1786020644.8,3.0510,0.090,1.0000,110650
14820,3884974080,35359.1,1786020692.3,3.0446,0.088,1.0000,110439
14840,3890216960,35406.6,1786020739.8,3.0453,0.094,1.0000,110522
14860,3895459840,35454.0,1786020787.2,3.0448,0.084,1.0000,110504
14880,3900702720,35501.4,1786020834.6,3.0548,0.086,1.0000,110566
14900,3905945600,35548.9,1786020882.0,3.0865,0.090,1.0000,110585
14920,3911188480,35596.2,1786020929.4,3.0790,0.086,1.0000,110683
14940,3916431360,35643.5,1786020976.7,3.0979,0.086,1.0000,110833
14960,3921674240,35690.9,1786021024.0,3.0656,0.085,1.0000,110745
14980,3926917120,35738.2,1786021071.3,3.0800,0.089,1.0000,110833
15000,3932160000,35785.5,1786021118.7,3.0623,0.086,1.0000,110832
15020,3937402880,35839.3,1786021172.4,3.0343,0.093,1.0000,97472
15040,3942645760,35886.5,1786021219.7,3.0465,0.086,1.0000,110992
15060,3947888640,35933.8,1786021266.9,3.1030,0.088,1.0000,110915
15080,3953131520,35981.9,1786021315.0,3.0324,0.090,1.0000,108995
15100,3958374400,36029.1,1786021362.3,3.0668,0.087,1.0000,110944
15120,3963617280,36076.6,1786021409.7,3.0419,0.086,1.0000,110577
15140,3968860160,36123.9,1786021457.0,3.0329,0.082,1.0000,110837
15160,3974103040,36171.1,1786021504.3,3.0915,0.085,1.0000,110914
15180,3979345920,36218.3,1786021551.5,3.1023,0.085,1.0000,111017
