step,tokens,elapsed_s,unix_ts,loss,grad_norm,lr_mult,tok_s
600,157286400,1489.5,1785986822.7,4.5858,2.153,0.2003,111468
620,162529280,1536.5,1785986869.7,4.5024,1.784,0.2070,111602
640,167772160,1583.5,1785986916.7,4.4549,1.927,0.2137,111544
660,173015040,1630.6,1785986963.7,4.4738,1.619,0.2203,111457
680,178257920,1677.5,1785987010.7,4.4351,1.776,0.2270,111598
700,183500800,1724.5,1785987057.7,4.3624,1.405,0.2337,111558
720,188743680,1771.5,1785987104.6,4.3782,1.379,0.2403,111719
740,193986560,1818.5,1785987151.7,4.3522,1.449,0.2470,111518
760,199229440,1870.9,1785987204.1,4.3207,1.359,0.2537,100039
780,204472320,1917.9,1785987251.1,4.2486,1.254,0.2603,111442
800,209715200,1964.9,1785987298.1,4.1884,1.302,0.2670,111686
820,214958080,2011.8,1785987345.0,4.2992,1.076,0.2737,111763
840,220200960,2058.7,1785987391.9,4.2082,1.235,0.2803,111667
860,225443840,2105.9,1785987439.0,4.1949,1.010,0.2870,111237
880,230686720,2152.9,1785987486.1,4.1510,1.022,0.2937,111396
900,235929600,2200.0,1785987533.2,4.0903,0.911,0.3003,111405
920,241172480,2246.9,1785987580.1,4.1053,1.028,0.3070,111718
940,246415360,2293.9,1785987627.1,4.1036,0.961,0.3137,111623
960,251658240,2340.9,1785987674.1,4.0450,1.000,0.3203,111535
980,256901120,2387.8,1785987721.0,4.0472,0.774,0.3270,111693
1000,262144000,2434.8,1785987768.0,4.0031,0.804,0.3337,111703
1020,267386880,2487.6,1785987820.8,4.0405,0.843,0.3403,99290
1040,272629760,2534.6,1785987867.8,3.9907,0.800,0.3470,111427
1060,277872640,2581.7,1785987914.8,3.9522,0.678,0.3537,111504
1080,283115520,2628.7,1785987961.9,4.0063,0.738,0.3603,111455
1100,288358400,2675.7,1785988008.9,3.9932,0.680,0.3670,111485
1120,293601280,2722.8,1785988055.9,3.9083,0.709,0.3737,111446
1140,298844160,2769.8,1785988103.0,3.9616,0.679,0.3803,111514
1160,304087040,2816.8,1785988150.0,3.9069,0.612,0.3870,111457
1180,309329920,2863.9,1785988197.0,3.8647,0.630,0.3937,111479
1200,314572800,2910.8,1785988244.0,3.9225,0.574,0.4003,111603
1220,319815680,2957.9,1785988291.1,3.8346,0.601,0.4070,111358
1240,325058560,3005.0,1785988338.2,3.8859,0.599,0.4137,111356
1260,330301440,3058.5,1785988391.7,3.8551,0.586,0.4203,97910
1280,335544320,3105.7,1785988438.9,3.8442,0.539,0.4270,111225
1300,340787200,3152.7,1785988485.8,3.8241,0.523,0.4337,111594
1320,346030080,3199.7,1785988532.8,3.7888,0.514,0.4403,111529
1340,351272960,3246.7,1785988579.9,3.8014,0.458,0.4470,111416
1360,356515840,3293.7,1785988626.9,3.8155,0.487,0.4537,111537
1380,361758720,3340.8,1785988674.0,3.7903,0.447,0.4603,111405
1400,367001600,3387.9,1785988721.1,3.7354,0.456,0.4670,111314
1420,372244480,3434.9,1785988768.1,3.8029,0.479,0.4737,111493
1440,377487360,3482.0,1785988815.2,3.7725,0.477,0.4803,111380
1460,382730240,3529.0,1785988862.2,3.7938,0.442,0.4870,111565
1480,387973120,3576.0,1785988909.2,3.6717,0.384,0.4937,111413
1500,393216000,3623.1,1785988956.2,3.7021,0.428,0.5003,111531
1520,398458880,3676.6,1785989009.8,3.8034,0.383,0.5070,97878
1540,403701760,3723.6,1785989056.7,3.7431,0.467,0.5137,111656
1560,408944640,3770.5,1785989103.6,3.6770,0.430,0.5203,111815
1580,414187520,3817.4,1785989150.6,3.7369,0.391,0.5270,111657
1600,419430400,3864.4,1785989197.6,3.7289,0.353,0.5337,111550
1620,424673280,3911.4,1785989244.5,3.6655,0.387,0.5403,111705
1640,429916160,3958.4,1785989291.6,3.7570,0.355,0.5470,111447
1660,435159040,4005.3,1785989338.5,3.6448,0.378,0.5537,111695
1680,440401920,4052.3,1785989385.5,3.6921,0.371,0.5603,111658
1700,445644800,4099.5,1785989432.7,3.6563,0.360,0.5670,111058
1720,450887680,4146.5,1785989479.7,3.6930,0.357,0.5737,111564
1740,456130560,4193.5,1785989526.7,3.7167,0.345,0.5803,111544
1760,461373440,4246.0,1785989579.2,3.5978,0.307,0.5870,99816
1780,466616320,4293.0,1785989626.2,3.6549,0.351,0.5937,111595
1800,471859200,4340.1,1785989673.3,3.6584,0.348,0.6003,111284
1820,477102080,4387.2,1785989720.3,3.6037,0.309,0.6070,111449
1840,482344960,4434.2,1785989767.3,3.6322,0.361,0.6137,111528
1860,487587840,4481.2,1785989814.3,3.6440,0.289,0.6203,111580
1880,492830720,4528.1,1785989861.3,3.6410,0.371,0.6270,111673
1900,498073600,4575.1,1785989908.3,3.6390,0.311,0.6337,111452
1920,503316480,4622.1,1785989955.3,3.6181,0.282,0.6403,111642
1940,508559360,4669.2,1785990002.3,3.6078,0.295,0.6470,111410
1960,513802240,4716.2,1785990049.4,3.5814,0.290,0.6537,111518
1980,519045120,4763.2,1785990096.4,3.6007,0.297,0.6603,111436
2000,524288000,4810.3,1785990143.4,3.5770,0.304,0.6670,111441
2020,529530880,4863.7,1785990196.9,3.6100,0.308,0.6737,98142
2040,534773760,4910.7,1785990243.9,3.5744,0.266,0.6803,111573
2060,540016640,4957.7,1785990290.8,3.6081,0.269,0.6870,111614
2080,545259520,5004.6,1785990337.7,3.5982,0.247,0.6937,111788
2100,550502400,5051.5,1785990384.7,3.6386,0.286,0.7003,111622
2120,555745280,5098.7,1785990431.9,3.6208,0.266,0.7070,111041
2140,560988160,5145.8,1785990479.0,3.5547,0.270,0.7137,111456
2160,566231040,5192.9,1785990526.0,3.4850,0.275,0.7203,111371
2180,571473920,5240.0,1785990573.1,3.5968,0.234,0.7270,111337
2200,576716800,5287.0,1785990620.2,3.5664,0.274,0.7337,111388
2220,581959680,5334.2,1785990667.3,3.5819,0.253,0.7403,111199
2240,587202560,5381.3,1785990714.4,3.5683,0.265,0.7470,111333
2260,592445440,5434.5,1785990767.7,3.5335,0.256,0.7537,98433
2280,597688320,5481.6,1785990814.7,3.5268,0.245,0.7603,111439
2300,602931200,5528.7,1785990861.8,3.5912,0.246,0.7670,111297
2320,608174080,5575.8,1785990908.9,3.5361,0.234,0.7737,111354
2340,613416960,5622.8,1785990955.9,3.4991,0.242,0.7803,111529
2360,618659840,5669.8,1785991003.0,3.5536,0.230,0.7870,111499
2380,623902720,5716.8,1785991049.9,3.5530,0.261,0.7937,111606
2400,629145600,5763.8,1785991096.9,3.4778,0.226,0.8003,111554
2420,634388480,5810.9,1785991144.1,3.5171,0.217,0.8070,111266
2440,639631360,5857.9,1785991191.1,3.4896,0.222,0.8137,111412
2460,644874240,5905.1,1785991238.2,3.4986,0.226,0.8203,111281
2480,650117120,5952.1,1785991285.3,3.4940,0.207,0.8270,111448
2500,655360000,5999.2,1785991332.4,3.5677,0.207,0.8337,111228
2520,660602880,6052.2,1785991385.4,3.4911,0.217,0.8403,99020
2540,665845760,6099.3,1785991432.5,3.5662,0.198,0.8470,111231
2560,671088640,6146.5,1785991479.6,3.5140,0.249,0.8537,111202
2580,676331520,6193.6,1785991526.8,3.5064,0.672,0.8603,111156
2600,681574400,6240.7,1785991573.9,3.5206,0.234,0.8670,111375
2620,686817280,6287.8,1785991621.0,3.4336,0.210,0.8737,111309
2640,692060160,6334.9,1785991668.1,3.4790,0.206,0.8803,111303
2660,697303040,6382.1,1785991715.2,3.4718,0.211,0.8870,111220
2680,702545920,6429.2,1785991762.4,3.4454,0.217,0.8937,111224
2700,707788800,6476.4,1785991809.5,3.4641,0.210,0.9003,111130
2720,713031680,6523.4,1785991856.6,3.4567,0.229,0.9070,111380
2740,718274560,6570.6,1785991903.7,3.4036,0.187,0.9137,111306
2760,723517440,6623.1,1785991956.3,3.3910,0.200,0.9203,99735
2780,728760320,6670.2,1785992003.3,3.5074,0.182,0.9270,111414
2800,734003200,6717.2,1785992050.4,3.4699,0.191,0.9337,111438
2820,739246080,6764.3,1785992097.5,3.5231,0.188,0.9403,111334
2840,744488960,6811.3,1785992144.5,3.5367,0.175,0.9470,111529
2860,749731840,6858.5,1785992191.6,3.4561,0.201,0.9537,111251
2880,754974720,6905.7,1785992238.9,3.4526,0.194,0.9603,110924
2900,760217600,6952.8,1785992286.0,3.4279,0.209,0.9670,111281
2920,765460480,7000.0,1785992333.1,3.4761,0.184,0.9737,111238
2940,770703360,7047.4,1785992380.6,3.5236,0.195,0.9803,110499
2960,775946240,7094.5,1785992427.7,3.3922,0.188,0.9870,111265
2980,781189120,7141.6,1785992474.8,3.4361,0.181,0.9937,111384
3000,786432000,7188.7,1785992521.9,3.4324,0.176,1.0000,111260
3020,791674880,7242.1,1785992575.2,3.4171,0.158,1.0000,98262
3040,796917760,7289.2,1785992622.4,3.3961,0.188,1.0000,111257
3060,802160640,7336.4,1785992669.6,3.4133,0.181,1.0000,111080
3080,807403520,7383.5,1785992716.7,3.4239,0.182,1.0000,111223
3100,812646400,7430.7,1785992763.9,3.3976,0.179,1.0000,111062
3120,817889280,7477.9,1785992811.1,3.3956,0.160,1.0000,111128
3140,823132160,7525.1,1785992858.3,3.4175,0.169,1.0000,111140
3160,828375040,7572.2,1785992905.4,3.3616,0.166,1.0000,111252
3180,833617920,7619.4,1785992952.6,3.3845,0.182,1.0000,111062
3200,838860800,7666.6,1785992999.7,3.4109,0.159,1.0000,111215
3220,844103680,7713.7,1785993046.8,3.4357,0.171,1.0000,111348
3240,849346560,7760.9,1785993094.0,3.4246,0.151,1.0000,111091
3260,854589440,7814.2,1785993147.4,3.3761,0.163,1.0000,98318
3280,859832320,7861.3,1785993194.5,3.3953,0.162,1.0000,111313
3300,865075200,7908.4,1785993241.6,3.4012,0.161,1.0000,111162
3320,870318080,7955.6,1785993288.8,3.4125,0.163,1.0000,111107
3340,875560960,8002.8,1785993336.0,3.3915,0.168,1.0000,111147
3360,880803840,8050.2,1785993383.3,3.3654,0.154,1.0000,110691
3380,886046720,8097.3,1785993430.4,3.3804,0.169,1.0000,111292
3400,891289600,8144.4,1785993477.6,3.3612,0.150,1.0000,111209
3420,896532480,8191.7,1785993524.8,3.3978,0.154,1.0000,110999
3440,901775360,8238.8,1785993572.0,3.3704,0.159,1.0000,111192
3460,907018240,8285.9,1785993619.1,3.3539,0.159,1.0000,111351
3480,912261120,8333.0,1785993666.2,3.3994,0.149,1.0000,111237
3500,917504000,8380.1,1785993713.3,3.3965,0.143,1.0000,111266
3520,922746880,8433.0,1785993766.1,3.3657,0.141,1.0000,99235
3540,927989760,8480.2,1785993813.4,3.3759,0.152,1.0000,111037
3560,933232640,8527.3,1785993860.5,3.3871,0.142,1.0000,111298
3580,938475520,8574.4,1785993907.6,3.3887,0.152,1.0000,111242
3600,943718400,8621.7,1785993954.8,3.3251,0.146,1.0000,110996
3620,948961280,8668.9,1785994002.1,3.3415,0.146,1.0000,111012
3640,954204160,8716.1,1785994049.2,3.3552,0.144,1.0000,111116
3660,959447040,8763.3,1785994096.4,3.3225,0.140,1.0000,111100
3680,964689920,8810.4,1785994143.6,3.3979,0.144,1.0000,111139
3700,969932800,8857.6,1785994190.7,3.3235,0.149,1.0000,111237
3720,975175680,8904.7,1785994237.9,3.3742,0.143,1.0000,111152
3740,980418560,8952.0,1785994285.2,3.4447,0.144,1.0000,110988
3760,985661440,9005.1,1785994338.3,3.3908,0.140,1.0000,98642
3780,990904320,9052.6,1785994385.8,3.3020,0.134,1.0000,110426
3800,996147200,9099.8,1785994433.0,3.3591,0.136,1.0000,111045
3820,1001390080,9147.2,1785994480.3,3.3352,0.138,1.0000,110740
3840,1006632960,9194.4,1785994527.6,3.3677,0.134,1.0000,110960
3860,1011875840,9241.6,1785994574.8,3.3559,0.133,1.0000,111090
3880,1017118720,9288.8,1785994622.0,3.3425,0.143,1.0000,111131
3900,1022361600,9336.0,1785994669.1,3.3357,0.143,1.0000,111142
3920,1027604480,9383.1,1785994716.2,3.3260,0.141,1.0000,111289
3940,1032847360,9430.2,1785994763.4,3.3747,0.127,1.0000,111147
3960,1038090240,9477.5,1785994810.7,3.3306,0.137,1.0000,110994
3980,1043333120,9524.8,1785994858.0,3.3307,0.125,1.0000,110717
4000,1048576000,9572.2,1785994905.3,3.3069,0.141,1.0000,110809
4020,1053818880,9625.3,1785994958.4,3.4222,0.132,1.0000,98694
4040,1059061760,9672.6,1785995005.7,3.2980,0.137,1.0000,110874
4060,1064304640,9719.9,1785995053.0,3.2741,0.131,1.0000,110867
4080,1069547520,9767.0,1785995100.2,3.3491,0.135,1.0000,111175
4100,1074790400,9814.2,1785995147.4,3.3176,0.136,1.0000,111103
4120,1080033280,9861.4,1785995194.6,3.2921,0.128,1.0000,111096
4140,1085276160,9908.6,1785995241.7,3.3228,0.142,1.0000,111116
4160,1090519040,9955.8,1785995289.0,3.3353,0.123,1.0000,111028
4180,1095761920,10003.0,1785995336.2,3.3268,0.130,1.0000,111062
4200,1101004800,10050.4,1785995383.6,3.3026,0.130,1.0000,110633
4220,1106247680,10097.6,1785995430.7,3.3821,0.125,1.0000,111113
4240,1111490560,10144.8,1785995477.9,3.2380,0.130,1.0000,111135
4260,1116733440,10197.4,1785995530.6,3.2629,0.122,1.0000,99618
4280,1121976320,10244.5,1785995577.7,3.3018,0.125,1.0000,111269
4300,1127219200,10291.7,1785995624.8,3.3037,0.126,1.0000,111180
4320,1132462080,10338.7,1785995671.9,3.3334,0.133,1.0000,111397
4340,1137704960,10385.9,1785995719.0,3.2945,0.131,1.0000,111220
4360,1142947840,10433.0,1785995766.2,3.3297,0.124,1.0000,111154
4380,1148190720,10480.1,1785995813.3,3.2320,0.122,1.0000,111372
4400,1153433600,10527.2,1785995860.3,3.2796,0.137,1.0000,111413
4420,1158676480,10574.3,1785995907.5,3.3205,0.124,1.0000,111161
4440,1163919360,10621.4,1785995954.6,3.3280,0.126,1.0000,111365
4460,1169162240,10668.5,1785996001.6,3.3252,0.134,1.0000,111378
4480,1174405120,10715.6,1785996048.8,3.3297,0.120,1.0000,111178
4500,1179648000,10762.7,1785996095.9,3.3262,0.124,1.0000,111308
4520,1184890880,10816.1,1785996149.3,3.3714,0.115,1.0000,98164
4540,1190133760,10863.2,1785996196.4,3.2541,0.121,1.0000,111435
4560,1195376640,10910.2,1785996243.4,3.2692,0.126,1.0000,111499
4580,1200619520,10957.3,1785996290.4,3.2895,0.121,1.0000,111475
4600,1205862400,11004.3,1785996337.5,3.2806,0.123,1.0000,111385
4620,1211105280,11051.7,1785996384.9,3.2594,0.125,1.0000,110684
4640,1216348160,11098.8,1785996432.0,3.3323,0.133,1.0000,111269
4660,1221591040,11145.9,1785996479.1,3.2530,0.123,1.0000,111270
4680,1226833920,11192.9,1785996526.1,3.2565,0.122,1.0000,111498
4700,1232076800,11240.0,1785996573.2,3.2743,0.123,1.0000,111469
4720,1237319680,11287.0,1785996620.2,3.2544,0.114,1.0000,111409
4740,1242562560,11334.1,1785996667.3,3.3074,0.128,1.0000,111434
4760,1247805440,11387.6,1785996720.7,3.2833,0.123,1.0000,98057
4780,1253048320,11434.6,1785996767.8,3.2289,0.115,1.0000,111404
4800,1258291200,11481.6,1785996814.8,3.2592,0.120,1.0000,111502
4820,1263534080,11528.7,1785996861.8,3.3005,0.120,1.0000,111477
4840,1268776960,11575.8,1785996908.9,3.2395,0.126,1.0000,111344
4860,1274019840,11622.9,1785996956.0,3.1672,0.117,1.0000,111308
4880,1279262720,11670.0,1785997003.2,3.2645,0.120,1.0000,111217
4900,1284505600,11717.1,1785997050.3,3.2730,0.124,1.0000,111299
4920,1289748480,11764.2,1785997097.4,3.2916,0.127,1.0000,111323
4940,1294991360,11811.3,1785997144.4,3.2447,0.122,1.0000,111391
4960,1300234240,11858.3,1785997191.5,3.2907,0.115,1.0000,111387
4980,1305477120,11905.4,1785997238.6,3.2314,0.122,1.0000,111400
5000,1310720000,11952.5,1785997285.7,3.2402,0.116,1.0000,111311
5020,1315962880,12006.0,1785997339.1,3.2423,0.117,1.0000,98060
5040,1321205760,12053.3,1785997386.4,3.2595,0.127,1.0000,110846
5060,1326448640,12100.4,1785997433.6,3.2495,0.118,1.0000,111263
5080,1331691520,12147.7,1785997480.8,3.2558,0.121,1.0000,110914
5100,1336934400,12194.9,1785997528.1,3.2783,0.116,1.0000,110928
5120,1342177280,12242.1,1785997575.3,3.3186,0.114,1.0000,111046
5140,1347420160,12289.3,1785997622.5,3.2680,0.122,1.0000,111109
5160,1352663040,12336.6,1785997669.8,3.2611,0.127,1.0000,110923
5180,1357905920,12383.9,1785997717.1,3.2596,0.118,1.0000,110836
5200,1363148800,12431.1,1785997764.3,3.2849,0.118,1.0000,111060
5220,1368391680,12478.3,1785997811.4,3.2858,0.116,1.0000,111138
5240,1373634560,12525.4,1785997858.6,3.2269,0.120,1.0000,111245
5260,1378877440,12578.7,1785997911.8,3.2478,0.131,1.0000,98433
5280,1384120320,12625.7,1785997958.9,3.2186,0.120,1.0000,111444
5300,1389363200,12672.8,1785998006.0,3.2535,0.117,1.0000,111321
5320,1394606080,12719.9,1785998053.1,3.1251,0.116,1.0000,111233
5340,1399848960,12767.1,1785998100.3,3.2111,0.117,1.0000,111224
5360,1405091840,12814.2,1785998147.4,3.2767,0.117,1.0000,111174
5380,1410334720,12861.4,1785998194.6,3.2080,0.120,1.0000,111134
5400,1415577600,12908.6,1785998241.8,3.2528,0.115,1.0000,111112
5420,1420820480,12955.8,1785998289.0,3.1573,0.119,1.0000,111108
5440,1426063360,13002.9,1785998336.1,3.2292,0.117,1.0000,111244
5460,1431306240,13050.3,1785998383.4,3.2265,0.115,1.0000,110728
5480,1436549120,13097.4,1785998430.6,3.2832,0.112,1.0000,111254
5500,1441792000,13144.6,1785998477.7,3.2246,0.119,1.0000,111157
5520,1447034880,13201.8,1785998535.0,3.2548,0.121,1.0000,91618
5540,1452277760,13249.0,1785998582.2,3.2363,0.120,1.0000,110995
5560,1457520640,13296.2,1785998629.4,3.2980,0.112,1.0000,111173
5580,1462763520,13343.4,1785998676.5,3.2192,0.111,1.0000,111150
5600,1468006400,13390.5,1785998723.7,3.2540,0.116,1.0000,111212
5620,1473249280,13437.7,1785998770.9,3.2148,0.116,1.0000,111088
5640,1478492160,13484.9,1785998818.0,3.2503,0.117,1.0000,111126
5660,1483735040,13532.1,1785998865.2,3.3090,0.117,1.0000,111116
5680,1488977920,13579.3,1785998912.4,3.1784,0.116,1.0000,111076
5700,1494220800,13626.4,1785998959.6,3.2141,0.110,1.0000,111176
5720,1499463680,13673.6,1785999006.8,3.2135,0.110,1.0000,111095
5740,1504706560,13720.8,1785999053.9,3.1775,0.115,1.0000,111168
5760,1509949440,13774.6,1785999107.8,3.2507,0.115,1.0000,97342
5780,1515192320,13821.8,1785999155.0,3.2687,0.119,1.0000,111038
5800,1520435200,13868.9,1785999202.1,3.2664,0.123,1.0000,111385
5820,1525678080,13916.0,1785999249.2,3.1226,0.111,1.0000,111368
5840,1530920960,13963.1,1785999296.3,3.2263,0.112,1.0000,111320
5860,1536163840,14010.4,1785999343.6,3.2060,0.114,1.0000,110858
5880,1541406720,14057.5,1785999390.7,3.2397,0.113,1.0000,111240
5900,1546649600,14104.7,1785999437.8,3.2995,0.114,1.0000,111201
5920,1551892480,14151.9,1785999485.1,3.1798,0.113,1.0000,110995
5940,1557135360,14199.1,1785999532.3,3.1574,0.106,1.0000,111029
5960,1562378240,14246.3,1785999579.5,3.2050,0.113,1.0000,111020
5980,1567621120,14293.6,1785999626.8,3.2530,0.113,1.0000,110952
6000,1572864000,14340.8,1785999674.0,3.2217,0.120,1.0000,111045
6020,1578106880,14394.3,1785999727.4,3.1912,0.107,1.0000,98097
6040,1583349760,14441.3,1785999774.5,3.2016,0.109,1.0000,111469
6060,1588592640,14488.4,1785999821.6,3.2475,0.114,1.0000,111284
6080,1593835520,14535.6,1785999868.7,3.1328,0.117,1.0000,111206
6100,1599078400,14582.7,1785999915.9,3.2577,0.116,1.0000,111208
6120,1604321280,14629.9,1785999963.0,3.2149,0.113,1.0000,111166
6140,1609564160,14677.0,1786000010.2,3.1616,0.111,1.0000,111174
6160,1614807040,14724.2,1786000057.4,3.2115,0.113,1.0000,111077
6180,1620049920,14771.4,1786000104.6,3.2507,0.121,1.0000,111078
6200,1625292800,14818.6,1786000151.8,3.2257,0.106,1.0000,111110
6220,1630535680,14865.8,1786000198.9,3.1458,0.114,1.0000,111170
6240,1635778560,14912.9,1786000246.1,3.1690,0.109,1.0000,111195
6260,1641021440,14966.2,1786000299.4,3.2173,0.112,1.0000,98395
6280,1646264320,15013.6,1786000346.7,3.2278,0.115,1.0000,110656
6300,1651507200,15060.8,1786000393.9,3.2454,0.113,1.0000,111129
6320,1656750080,15107.9,1786000441.1,3.1849,0.112,1.0000,111155
6340,1661992960,15155.1,1786000488.2,3.2144,0.112,1.0000,111183
6360,1667235840,15202.2,1786000535.4,3.2151,0.115,1.0000,111243
6380,1672478720,15249.3,1786000582.5,3.1626,0.105,1.0000,111329
6400,1677721600,15296.4,1786000629.6,3.2401,0.107,1.0000,111215
6420,1682964480,15343.6,1786000676.8,3.2104,0.112,1.0000,111212
6440,1688207360,15390.8,1786000723.9,3.1758,0.108,1.0000,111132
6460,1693450240,15437.9,1786000771.1,3.2171,0.107,1.0000,111142
6480,1698693120,15485.1,1786000818.3,3.1718,0.115,1.0000,111171
6500,1703936000,15532.4,1786000865.6,3.2038,0.113,1.0000,110826
6520,1709178880,15585.3,1786000918.4,3.1532,0.109,1.0000,99195
6540,1714421760,15632.5,1786000965.7,3.1491,0.112,1.0000,110881
6560,1719664640,15679.8,1786001013.0,3.2049,0.115,1.0000,110982
6580,1724907520,15726.9,1786001060.1,3.1700,0.105,1.0000,111225
6600,1730150400,15774.1,1786001107.3,3.2527,0.113,1.0000,111065
6620,1735393280,15821.3,1786001154.5,3.2093,0.108,1.0000,111174
6640,1740636160,15868.4,1786001201.6,3.2298,0.107,1.0000,111202
6660,1745879040,15915.6,1786001248.8,3.1693,0.109,1.0000,111179
6680,1751121920,15962.8,1786001295.9,3.1471,0.107,1.0000,111156
6700,1756364800,16010.1,1786001343.2,3.1226,0.106,1.0000,110790
6720,1761607680,16057.2,1786001390.4,3.2180,0.108,1.0000,111242
6740,1766850560,16104.3,1786001437.5,3.2053,0.110,1.0000,111302
6760,1772093440,16157.9,1786001491.1,3.2107,0.105,1.0000,97847
6780,1777336320,16205.0,1786001538.2,3.1781,0.111,1.0000,111270
6800,1782579200,16252.1,1786001585.3,3.2915,0.114,1.0000,111262
6820,1787822080,16299.2,1786001632.4,3.1404,0.108,1.0000,111321
6840,1793064960,16346.4,1786001679.5,3.2618,0.113,1.0000,111258
6860,1798307840,16393.5,1786001726.7,3.1875,0.111,1.0000,111254
6880,1803550720,16440.7,1786001773.8,3.1505,0.109,1.0000,111147
6900,1808793600,16487.8,1786001820.9,3.1368,0.108,1.0000,111263
6920,1814036480,16534.9,1786001868.1,3.1973,0.105,1.0000,111191
6940,1819279360,16582.1,1786001915.2,3.2555,0.112,1.0000,111261
6960,1824522240,16629.1,1786001962.3,3.1951,0.108,1.0000,111420
6980,1829765120,16676.2,1786002009.3,3.1489,0.107,1.0000,111411
7000,1835008000,16723.3,1786002056.5,3.1735,0.115,1.0000,111194
7020,1840250880,16776.5,1786002109.7,3.2376,0.106,1.0000,98562
7040,1845493760,16823.7,1786002156.8,3.1342,0.113,1.0000,111168
7060,1850736640,16870.8,1786002204.0,3.1521,0.108,1.0000,111185
7080,1855979520,16918.0,1786002251.1,3.1448,0.105,1.0000,111192
7100,1861222400,16965.1,1786002298.3,3.0742,0.107,1.0000,111190
7120,1866465280,17012.3,1786002345.5,3.1730,0.110,1.0000,111183
7140,1871708160,17059.5,1786002392.7,3.2040,0.108,1.0000,110934
7160,1876951040,17106.6,1786002439.8,3.1714,0.108,1.0000,111335
7180,1882193920,17153.8,1786002486.9,3.2011,0.109,1.0000,111277
7200,1887436800,17200.9,1786002534.1,3.1083,0.106,1.0000,111228
7220,1892679680,17248.0,1786002581.1,3.1593,0.105,1.0000,111345
7240,1897922560,17295.0,1786002628.2,3.2028,0.104,1.0000,111404
7260,1903165440,17348.3,1786002681.5,3.1859,0.106,1.0000,98376
7280,1908408320,17395.4,1786002728.6,3.1682,0.106,1.0000,111404
7300,1913651200,17442.5,1786002775.7,3.1133,0.112,1.0000,111342
7320,1918894080,17489.6,1786002822.8,3.2032,0.101,1.0000,111258
7340,1924136960,17536.7,1786002869.9,3.2609,0.108,1.0000,111243
7360,1929379840,17583.9,1786002917.0,3.1247,0.107,1.0000,111259
7380,1934622720,17631.0,1786002964.2,3.2133,0.109,1.0000,111256
7400,1939865600,17678.1,1786003011.3,3.1169,0.100,1.0000,111178
7420,1945108480,17725.3,1786003058.5,3.2249,0.103,1.0000,111209
7440,1950351360,17772.4,1786003105.5,3.1306,0.107,1.0000,111358
7460,1955594240,17819.5,1786003152.6,3.1129,0.110,1.0000,111354
7480,1960837120,17866.6,1786003199.8,3.1843,0.110,1.0000,111146
7500,1966080000,17913.8,1786003246.9,3.1508,0.104,1.0000,111208
7520,1971322880,17967.5,1786003300.7,3.1629,0.103,1.0000,97497
7540,1976565760,18014.9,1786003348.0,3.1325,0.106,1.0000,110787
7560,1981808640,18062.4,1786003395.5,3.2131,0.106,1.0000,110352
7580,1987051520,18109.7,1786003442.8,3.1441,0.097,1.0000,110889
7600,1992294400,18156.9,1786003490.1,3.1241,0.103,1.0000,110905
7620,1997537280,18204.1,1786003537.2,3.2120,0.111,1.0000,111214
7640,2002780160,18251.2,1786003584.4,3.1720,0.112,1.0000,111174
